train_no,train_name,type_code
58032,TATA CKU PASS,PASS-TRAINS
58033,BKSC RNC PASSENGER,PASS-TRAINS
58034,RNC BKSC PASSENGER,PASS-TRAINS
58103,TATA BBN PASSENGER,PASS-TRAINS
58104,BBN TATA PASSENGER,PASS-TRAINS
58109,TATA GUA PASSENGER,PASS-TRAINS
58110,GUA TATA PASSENGER,PASS-TRAINS
58113,TATA BSP PASS,PASS-TRAINS
58114,BSP TATA PASS,PASS-TRAINS
58115,CKP ROU PASS,PASS-TRAINS
58116,ROU CKP PASS,PASS-TRAINS
58117,JSG G PASS,PASS-TRAINS
58118,G JSG PASS,PASS-TRAINS
58121,ITR KLOD PASS,PASS-TRAINS
58122,KLOD ITR PASS,PASS-TRAINS
58151,BRMP BXF PASSENGER,PASS-TRAINS
58152,BXF BRMP PASSENGER,PASS-TRAINS
58201,BSP R PASSENGER,PASS-TRAINS
58202,R BSP PASSENGER,PASS-TRAINS
58203,KRBA R PASSENGER,PASS-TRAINS
58204,R KRBA PASSENGER,PASS-TRAINS
58205,R NITR PASSENGER,PASS-TRAINS
58206,NITR R PASSENGER,PASS-TRAINS
58207,R JNRD PASSENGER,PASS-TRAINS
58208,JNRD R PASSENGER,PASS-TRAINS
58209,GAD BSP PASS,PASS-TRAINS
58210,BSP GAD PASSENGER,PASS-TRAINS
58212,BSP GAD PASS,PASS-TRAINS
58213,TIG BSP PASSENGER,PASS-TRAINS
58214,BSP TIG PASSENGER,PASS-TRAINS
58215,JSG TIG PASS,PASS-TRAINS
58216,TIG JSG PASS,PASS-TRAINS
58217,TIG R PASSENGER,PASS-TRAINS
58218,R TIG PASSENGER,PASS-TRAINS
58220,CHRM BSP PASS,PASS-TRAINS
58221,CHRM CHD PASSENGER,PASS-TRAINS
58222,CHD CHRM PASSENGER,PASS-TRAINS
58301,SBP KRPU PASS,PASS-TRAINS
58302,KRPU SBP PASS,PASS-TRAINS
58303,SBP JNRD PASSENGER,PASS-TRAINS
58304,JNRD SBP PASSENGER,PASS-TRAINS
58305,BLGR SNPU PASSENGER,PASS-TRAINS
58306,SNPU BLGR PASSENGER,PASS-TRAINS
58307,BLGR SNPU PASSENGER,PASS-TRAINS
58308,SNPU BLGR PASSENGER,PASS-TRAINS
58309,BLGR SNPU PASSENGER,PASS-TRAINS
58310,SNPU BLGR PASSENGER,PASS-TRAINS
58401,CTC PRDP PASS,PASS-TRAINS
58402,PRDP CTC PASS,PASS-TRAINS
58403,KUR PURI PASS,PASS-TRAINS
58404,PURI KUR PASS,PASS-TRAINS
58405,CTC PRDP PASSENGER,PASS-TRAINS
58406,PRDP CTC PASSENGER,PASS-TRAINS
58409,KUR PURI PASS,PASS-TRAINS
58410,PURI KUR PASS,PASS-TRAINS
58413,TLHR PURI PASS,PASS-TRAINS
58414,PURI TLHR PASS,PASS-TRAINS
58415,CTC PURI PASS,PASS-TRAINS
58416,PURI CTC PASS,PASS-TRAINS
58425,KDJR BBS FAST PASS,PASS-TRAINS
58426,BBS KDJR FAST PASS,PASS-TRAINS
58427,PSA GNPR FAST PASS,PASS-TRAINS
58428,GNPR PSA FAST PASS,PASS-TRAINS
58435,BHC CTC PASS,PASS-TRAINS
58436,CTC BHC PASS,PASS-TRAINS
58501,VSKP KRDL PASSENGER,PASS-TRAINS
58502,KRDL VSKP PASSENGER,PASS-TRAINS
58503,BWIP VSKP PASSENGER,PASS-TRAINS
58504,VSKP BWIP PASSENGER,PASS-TRAINS
58505,GNPR VSKP PASSENGER,PASS-TRAINS
58506,VSKP GNPR PASSENGER,PASS-TRAINS
58525,PSA VSKP PASS,PASS-TRAINS
58526,VSKP PSA PASS,PASS-TRAINS
58527,R VSKP PASSENGER,PASS-TRAINS
58528,VSKP R PASSENGER,PASS-TRAINS
58531,PSA VSKP PASSENGER,PASS-TRAINS
58532,VSKP BAM PASSENGER,PASS-TRAINS
58533,CTC PSA PASS,PASS-TRAINS
58534,PSA CTC PASS,PASS-TRAINS
58535,CTC PRDP PASS,PASS-TRAINS
58536,PRDP CTC PASS,PASS-TRAINS
58537,KRPU VSKP PASSENGER,PASS-TRAINS
58538,VSKP KRPU PASSENGER,PASS-TRAINS
58601,KGP ADRA PASS,PASS-TRAINS
58602,ADRA KGP PASS,PASS-TRAINS
58657,RNC LAD PASS,PASS-TRAINS
58658,LAD RNC PASS,PASS-TRAINS
58659,HTE ROU PASS,PASS-TRAINS
58660,ROU HTE PASS,PASS-TRAINS
58663,HTE SANI PASSENGER,PASS-TRAINS
58664,SANI HTE PASSENGER,PASS-TRAINS
58665,HTE SANI PASSENGER,PASS-TRAINS
58666,SANI HTE PASSENGER,PASS-TRAINS
58711,KDRI DTR PASS N G,PASS-TRAINS
58712,DTR KDRI PASS N G,PASS-TRAINS
58713,KDRI DTR PASS N G,PASS-TRAINS
58714,DTR KDRI PASS N G,PASS-TRAINS
58715,KDRI DTR PASS N G,PASS-TRAINS
58716,DTR KDRI PASS N G,PASS-TRAINS
58717,KDRI RIM PASS N G,PASS-TRAINS
58718,RIM KDRI PASS N G,PASS-TRAINS
58719,AVP RIM PASS N G,PASS-TRAINS
58720,RIM AVP PASS N G,PASS-TRAINS
58721,AVP RIM PASS N G,PASS-TRAINS
58722,RIM AVP PASS N G,PASS-TRAINS
58801,BPQ GONDIA PASS,PASS-TRAINS
58802,GONDIA BPQ PASS,PASS-TRAINS
58803,BPQ G PASS,PASS-TRAINS
58804,G BPQ PASS,PASS-TRAINS
58805,CAF G PASS,PASS-TRAINS
58806,G WSA PASS,PASS-TRAINS
58808,WSA CAF PASS,PASS-TRAINS
58815,NITR TRDI PASSENGER,PASS-TRAINS
58816,TRDI NITR PASSENGER,PASS-TRAINS
58817,TMR TRDI PASSENGER,PASS-TRAINS
58818,TRDI TMR PASSENGER,PASS-TRAINS
58819,NITR CWA PASSENGER,PASS-TRAINS
58820,CWA NITR PASSENGER,PASS-TRAINS
58821,NITR CWA PASSENGER,PASS-TRAINS
58822,CWA NITR PASSENGER,PASS-TRAINS
58823,CWA NIR PASSENGER,PASS-TRAINS
58824,NIR CWA PASSENGER,PASS-TRAINS
58825,CWA NIR PASSENGER,PASS-TRAINS
58826,NIR CWA PASSENGER,PASS-TRAINS
58827,NIR MFR PASSENGER,PASS-TRAINS
58828,MFR NIR PASSENGER,PASS-TRAINS
58876,JBP NIR PASS N G,PASS-TRAINS
59023,MMCT BL PASSENGER,PASS-TRAINS
59024,BL MMCT PASSENGER,PASS-TRAINS
59039,VR BL PASSENGER,PASS-TRAINS
59040,VAPI MMCT PASSENGER,PASS-TRAINS
59045,MMCT VAPI PASSENGER,PASS-TRAINS
59046,BL VR PASSENGER,PASS-TRAINS
59049,BL BRC PASSENGER,PASS-TRAINS
59050,BRC BL PASSENGER,PASS-TRAINS
59075,NDB BSL PASSENGER,PASS-TRAINS
59076,BSL NDB PASSENGER,PASS-TRAINS
59101,BRC KTNA PASS,PASS-TRAINS
59102,KTNA BRC PASS,PASS-TRAINS
59103,BRC KTNA PASS,PASS-TRAINS
59104,KTNA BRC PASS,PASS-TRAINS
59117,PRTN CTD PASSENGER,PASS-TRAINS
59118,ARPR PRTN PASSENGER,PASS-TRAINS
59119,PRTN ARPR PASSENGER,PASS-TRAINS
59120,ARPR PRTN PASSENGER,PASS-TRAINS
59121,PRTN ARPR PASSENGER,PASS-TRAINS
59122,CTD PRTN PASSENGER,PASS-TRAINS
59123,PRTN JOBT PASSENGER,PASS-TRAINS
59124,JOBT PRTN PASSENGER,PASS-TRAINS
59125,PRTN CTD PASSENGER,PASS-TRAINS
59126,CTD PRTN PASSENGER,PASS-TRAINS
59151,ND MDSA PASS,PASS-TRAINS
59152,MDSA ND PASS,PASS-TRAINS
59153,ND MDSA PASS,PASS-TRAINS
59154,MDSA ND PASS,PASS-TRAINS
59163,ANND VTL PASS,PASS-TRAINS
59164,VTL ANND PASS,PASS-TRAINS
59167,AKV RAJ PASS,PASS-TRAINS
59168,RAJ AKV PASS,PASS-TRAINS
59169,ANND VTL PASS,PASS-TRAINS
59170,VTL ANND PASS,PASS-TRAINS
59201,PIT BVC PASS,PASS-TRAINS
59202,BVC PIT PASS,PASS-TRAINS
59203,SUNR BVC PASSENGER,PASS-TRAINS
59204,BVC BTD PASSENGER,PASS-TRAINS
59205,KNLS PBR PASSENGER,PASS-TRAINS
59206,PBR KNLS PASSENGER,PASS-TRAINS
59211,RJT PBR PASS,PASS-TRAINS
59212,PBR RJT PASS,PASS-TRAINS
59213,BNVD PBR PASSENGER,PASS-TRAINS
59214,PBR BNVD PASSENGER,PASS-TRAINS
59215,BNVD PBR PASSENGER,PASS-TRAINS
59216,PBR BNVD PASSENGER,PASS-TRAINS
59227,SUNR BVC PASSENGER,PASS-TRAINS
59228,BVC SUNR PASSENGER,PASS-TRAINS
59229,BTD BVC PASSENGER,PASS-TRAINS
59230,BVC BTD PASSENGER,PASS-TRAINS
59231,SUNR BTD PASS,PASS-TRAINS
59232,BTD SUNR PASS,PASS-TRAINS
59233,SUNR BVC PASSENGER,PASS-TRAINS
59234,BVC SUNR PASSENGER,PASS-TRAINS
59235,DLJ MHV PASSENGER,PASS-TRAINS
59236,MHV DLJ PASSENGER,PASS-TRAINS
59243,RJU MHV PASS,PASS-TRAINS
59244,MHV RJU PASS,PASS-TRAINS
59267,PIT BVC PASSENGER,PASS-TRAINS
59268,BVC PIT PASSENGER,PASS-TRAINS
59269,PIT BVC PASSENGER,PASS-TRAINS
59270,BVC PIT PASSENGER,PASS-TRAINS
59271,BTD BVC PASSENGER,PASS-TRAINS
59272,BVC SUNR PASSENGER,PASS-TRAINS
59295,PIT BVC PASS,PASS-TRAINS
59296,BVC PIT PASS,PASS-TRAINS
59301,INDB DADN PASSENGER,PASS-TRAINS
59302,DADN INDB PASSENGER,PASS-TRAINS
59306,UJN INDB PASSENGER,PASS-TRAINS
59307,INDB UJN PASSENGER,PASS-TRAINS
59317,NAD UJN PASSENGER,PASS-TRAINS
59318,UJN NAD PASSENGER,PASS-TRAINS
59319,UJN BPL PASSENGER,PASS-TRAINS
59320,BPL UJN PASSENGER,PASS-TRAINS
59342,BINA NAD PASS,PASS-TRAINS
59345,RTM NAD PASSENGER,PASS-TRAINS
59346,NAD RTM PASSENGER,PASS-TRAINS
59353,NAD UJN PASSENGER,PASS-TRAINS
59354,UJN NAD PASSENGER,PASS-TRAINS
59357,BXN JAB PASS,PASS-TRAINS
59358,JAB BXN PASS,PASS-TRAINS
59359,BXN MTJ PASS,PASS-TRAINS
59360,MTJ BXN PASS,PASS-TRAINS
59379,INDB MKC PASS,PASS-TRAINS
59380,MAKSI INDB PASS,PASS-TRAINS
59387,NAD INDB PASSENGER,PASS-TRAINS
59388,INDB NAD PASSENGER,PASS-TRAINS
59395,BZU CWA PASSENGER,PASS-TRAINS
59396,SEY BZU PASSENGER,PASS-TRAINS
59421,RJT VRL PASSENGER,PASS-TRAINS
59422,VRL RJT PASSENGER,PASS-TRAINS
59423,RJT VRL PASSENGER,PASS-TRAINS
59424,VRL RJT PASSENGER,PASS-TRAINS
59441,AHMEDABAD PASS,PASS-TRAINS
59442,AHMEDABAD PASS,PASS-TRAINS
59473,ADI PTN PASS,PASS-TRAINS
59474,PTN ADI PASS,PASS-TRAINS
59475,MSH PTN PASSENGER,PASS-TRAINS
59476,PTN MSH PASSENGER,PASS-TRAINS
59477,MSH PTN PASS,PASS-TRAINS
59478,PTN MSH PASS,PASS-TRAINS
59481,MSH BLDI PASSENGER,PASS-TRAINS
59482,BLDI MSH PASSENGER,PASS-TRAINS
59483,MSH PTN PASSENGER,PASS-TRAINS
59484,PTN MSH PASSENGER,PASS-TRAINS
59503,VG OKHA PASS,PASS-TRAINS
59504,OKHA VG PASS,PASS-TRAINS
59507,RJT SMNH PASS,PASS-TRAINS
59508,SMNH RJT PASS,PASS-TRAINS
59509,MSH VG PASSENGER,PASS-TRAINS
59510,VG MSH PASSENGER,PASS-TRAINS
59511,MSH VG PASSENGER,PASS-TRAINS
59512,VG MSH PASSENGER,PASS-TRAINS
59547,OKHA PASSENGER,PASS-TRAINS
59548,OKHA ADI PASS,PASS-TRAINS
59549,BRC VTA PASSENGER,PASS-TRAINS
59550,VTA BRC PASSENGER,PASS-TRAINS
59551,RJT OKHA PASSENGER,PASS-TRAINS
59552,OKHA RJT PASSENGER,PASS-TRAINS
59553,GG BTD PASSENGER,PASS-TRAINS
59554,BTD GG PASSENGER,PASS-TRAINS
59555,GG BTD PASSENGER,PASS-TRAINS
59556,BTD GG PASSENGER,PASS-TRAINS
59557,PBR BVC PASSENGER,PASS-TRAINS
59558,BVC VRL PASSENGER,PASS-TRAINS
59559,VRL BVC PASSENGER,PASS-TRAINS
59560,BVC PBR PASSENGER,PASS-TRAINS
59561,RJT PBR PASS,PASS-TRAINS
59562,PRB RJT PASS,PASS-TRAINS
59563,RJT PBR PASS,PASS-TRAINS
59564,PRB RJT PASS,PASS-TRAINS
59601,AII MJ PASSENGER,PASS-TRAINS
59602,MJ AII PASSENGER,PASS-TRAINS
59603,AII PUHT PASSENGER,PASS-TRAINS
59604,PUHT AII PASSENGER,PASS-TRAINS
59605,UDZ BI PASSENGER,PASS-TRAINS
59606,BI UDZ PASSENGER,PASS-TRAINS
59607,UDZ BI PASSENGER,PASS-TRAINS
59608,BI UDZ PASSENGER,PASS-TRAINS
59609,UDZ COR PASSENGER,PASS-TRAINS
59610,COR UDZ PASSENGER,PASS-TRAINS
59629,JP FL PASSENGER,PASS-TRAINS
59630,FL JP PASSENGER,PASS-TRAINS
59631,HSR RE PASSENGER,PASS-TRAINS
59632,RE HSR PASSENGER,PASS-TRAINS
59707,APH SOG PASS,PASS-TRAINS
59708,SOG APH PASS,PASS-TRAINS
59709,APH SOG PASS,PASS-TRAINS
59710,SOG APH PASS,PASS-TRAINS
59711,SOG APH PASSENGER,PASS-TRAINS
59712,APH SOG PASSENGER,PASS-TRAINS
59713,SOG APH PASSENGER,PASS-TRAINS
59714,APH SOG PASSENGER,PASS-TRAINS
59715,SOG APH PASSENGER,PASS-TRAINS
59716,APH SOG PASSENGER,PASS-TRAINS
59717,SOG APH PASSENGER,PASS-TRAINS
59718,APH SOG PASSENGER,PASS-TRAINS
59719,SOG BTI PASSENGER,PASS-TRAINS
59720,BTI SOG PASSENGER,PASS-TRAINS
59723,JP FL PASS,PASS-TRAINS
59724,FL RTM FASTPASS,PASS-TRAINS
59727,SIKR RE PASS,PASS-TRAINS
59730,RE SIKR PASS,PASS-TRAINS
59731,APH SOG PASS,PASS-TRAINS
59732,SOG APH PASS,PASS-TRAINS
59803,RTM KOTA PASS,PASS-TRAINS
59804,KOTA RTM PASS,PASS-TRAINS
59811,HALDIGHATI PASS,PASS-TRAINS
59812,HALDIGHATI PASS,PASS-TRAINS
59813,KOTA JAB PASSENGER,PASS-TRAINS
59814,AF KOTA PASSENGER,PASS-TRAINS
59825,GWL BIX PASS,PASS-TRAINS
59826,BIX GWL PASS,PASS-TRAINS
59827,ETAWAH PASS,PASS-TRAINS
59828,BHIND PASS,PASS-TRAINS
59831,BRC KOTA PASS,PASS-TRAINS
59832,KOTA BRC PASS,PASS-TRAINS
59833,KOTA MDS PASSENGER,PASS-TRAINS
59834,MDS KOTA PASSENGER,PASS-TRAINS
59835,MDS UDZ PASSENGER,PASS-TRAINS
59836,UDZ MDS PASSENGER,PASS-TRAINS
59837,AKLA KOTA PASSENGER,PASS-TRAINS
59838,KOTA AKLA PASSENGER,PASS-TRAINS
59839,AKLA KOTA PASSENGER,PASS-TRAINS
59840,KOTA AKLA PASSENGER,PASS-TRAINS
61001,BOR BSR MEMU,PASS-TRAINS
61002,DDCL BOR MEMU,PASS-TRAINS
61003,BSR DIVA MEMU,PASS-TRAINS
61004,DIVA BSR MEMU,PASS-TRAINS
61005,BSR DIVA MEMU,PASS-TRAINS
61006,DIVA BSR MEMU,PASS-TRAINS
61007,BSR DIVA MEMU,PASS-TRAINS
61008,DIVA BSR MEMU,PASS-TRAINS
61009,BSR DIVA MEMU,PASS-TRAINS
61010,ROHA DIVA MEMU,PASS-TRAINS
61011,DIVA ROHA MEMU,PASS-TRAINS
61012,ROHA DIVA MEMU,PASS-TRAINS
61013,DIVA ROHA MEMU,PASS-TRAINS
61015,DIVA ROHA MEMU,PASS-TRAINS
61016,ROHA DIVA MEMU,PASS-TRAINS
61017,DIVA PNVL MEMU,PASS-TRAINS
61018,PNVL DIVA MEMU,PASS-TRAINS
61019,DIVA PEN MEMU,PASS-TRAINS
61020,PEN DIVA MEMU,PASS-TRAINS
61021,BSR DIVA MEMU,PASS-TRAINS
61022,DIVA BSR MEMU,PASS-TRAINS
61023,DIVA PEN MEMU,PASS-TRAINS
61024,PEN DIVA MEMU,PASS-TRAINS
61025,DIVA PEN MEMU,PASS-TRAINS
61026,PEN DIVA MEMU,PASS-TRAINS
61101,BSL BD MEMU,PASS-TRAINS
61102,BD BSL MEMU,PASS-TRAINS
61103,BD NRKR MEMU,PASS-TRAINS
61104,NRKR BD MEMU,PASS-TRAINS
61105,BD NRKR MEMU,PASS-TRAINS
61106,NRKR BD MEMU,PASS-TRAINS
61107,AMI WR MEMU,PASS-TRAINS
61108,WR AMI MEMU,PASS-TRAINS
61109,WR NGP MEMU,PASS-TRAINS
61110,NGP WR MEMU,PASS-TRAINS
61111,BD AMI MEMU,PASS-TRAINS
61112,AMI BD MEMU,PASS-TRAINS
61113,BD AMI MEMU,PASS-TRAINS
61114,AMI BD MEMU,PASS-TRAINS
61115,BD AMI MEMU,PASS-TRAINS
61116,AMI BD MEMU,PASS-TRAINS
61117,NGP AMLA MEMU,PASS-TRAINS
61118,AMLA NGP MEMU,PASS-TRAINS
61119,NGP AMLA MEMU,PASS-TRAINS
61120,AMLA NGP MEMU,PASS-TRAINS
61121,AMLA ET MEMU,PASS-TRAINS
61122,ET AMLA MEMU,PASS-TRAINS
61123,AMLA CWA MEMU,PASS-TRAINS
61124,CWA AMLA MEMU,PASS-TRAINS
61125,AMLA CWA MEMU,PASS-TRAINS
61126,CWA AMLA MEMU,PASS-TRAINS
61127,WR BPQ MEMU,PASS-TRAINS
61128,BPQ WR MEMU,PASS-TRAINS
61131,CSN DHI MEMU,PASS-TRAINS
61132,DHI CSN MEMU,PASS-TRAINS
61133,CSN DHI MEMU,PASS-TRAINS
61134,DHI CSN MEMU,PASS-TRAINS
61135,CSN DHI MEMU,PASS-TRAINS
61136,DHI CSN DEMU,PASS-TRAINS
61137,CSN DHI MEMU,PASS-TRAINS
61138,DHI CSN MEMU,PASS-TRAINS
61601,KTE CHRM MEMU,PASS-TRAINS
61602,CHRM KTE MEMU,PASS-TRAINS
61603,KTE BRGW MEMU,PASS-TRAINS
61604,BRGW KTE MEMU,PASS-TRAINS
61605,KTE STA MEMU,PASS-TRAINS
61606,STA KTE MEMU,PASS-TRAINS
61607,STA MKP MEMU,PASS-TRAINS
61608,MKP STA MEMU,PASS-TRAINS
61609,STA MKP MEMU,PASS-TRAINS
61610,MKP STA MEMU,PASS-TRAINS
61611,BINA GUNA MEMU,PASS-TRAINS
61612,GUNA BINA MEMU,PASS-TRAINS
61613,GATL KOTA MEMU,PASS-TRAINS
61614,KOTA GATL MEMU,PASS-TRAINS
61615,NAD KOTA MEMU,PASS-TRAINS
61616,KOTA NAD MEMU,PASS-TRAINS
61617,ET KTE MEMU,PASS-TRAINS
61618,KTE ET MEMU,PASS-TRAINS
61619,BINA KMZ MEMU,PASS-TRAINS
61620,KMZ BINA MEMU,PASS-TRAINS
61621,KOTA SWM MEMU,PASS-TRAINS
61622,SWM KOTA MEMU,PASS-TRAINS
61623,CMU KOTA MEMU,PASS-TRAINS
61624,KOTA CMU MEMU,PASS-TRAINS
61631,BPL BINA MEMU,PASS-TRAINS
61632,BINA BPL MEMU,PASS-TRAINS
61633,KOTA BINA MEMU,PASS-TRAINS
61634,BINA KOTA MEMU,PASS-TRAINS
63007,KWAE RPH MEMU,PASS-TRAINS
63010,AZ KWAE MEMU,PASS-TRAINS
63011,BWN RPH MEMU,PASS-TRAINS
63012,RPH BWN MEMU,PASS-TRAINS
63019,KWAE AZ MEMU,PASS-TRAINS
63020,AZ KWAE MEMU,PASS-TRAINS
63021,AZ RPH MEMU,PASS-TRAINS
63022,RPH AZ MEMU,PASS-TRAINS
63026,RPH AZ MEMU,PASS-TRAINS
63031,KWAE AZ MEMU,PASS-TRAINS
63032,AZ KWAE MEMU,PASS-TRAINS
63033,AZ NHT MEMU,PASS-TRAINS
63034,NHT AZ MEMU,PASS-TRAINS
63040,AMP KWAE MEMU,PASS-TRAINS
63041,CSZ AZ MEMU,PASS-TRAINS
63042,AZ CSZ MEMU,PASS-TRAINS
63045,CSZ AZ MEMU,PASS-TRAINS
63046,AZ CSZ MEMU,PASS-TRAINS
63051,AZ RPH MEMU,PASS-TRAINS
63052,RPH AZ MEMU,PASS-TRAINS
63057,CSZ AZ MEMU,PASS-TRAINS
63058,AZ CSZ MEMU,PASS-TRAINS
63063,BWN TPH MEMU,PASS-TRAINS
63064,TPH BWN MEMU,PASS-TRAINS
63068,RPH BWN MEMU,PASS-TRAINS
63069,BWN RPH MEMU,PASS-TRAINS
63073,RPH SBG MEMU,PASS-TRAINS
63074,SBG RPH MEMU,PASS-TRAINS
63075,RPH BHW MEMU,PASS-TRAINS
63076,BHW RPH MEMU,PASS-TRAINS
63081,RPH JSME MEMU,PASS-TRAINS
63082,JSME RPH MEMU,PASS-TRAINS
63101,KOAA LGL MEMU,PASS-TRAINS
63102,LGL KOAA MEMU,PASS-TRAINS
63103,SDAH LGL MEMU,PASS-TRAINS
63104,LGL SDAH MEMU,PASS-TRAINS
63105,SDAH LGL MEMU,PASS-TRAINS
63106,LGL SDAH MEMU,PASS-TRAINS
63107,SDAH LGL MEMU,PASS-TRAINS
63108,LGL SDAH MEMU,PASS-TRAINS
63111,SDAH RHA MEMU,PASS-TRAINS
63112,RHA SDAH MEMU,PASS-TRAINS
63133,RHA LGL MEMU,PASS-TRAINS
63134,LGL RHA MEMU,PASS-TRAINS
63141,SDAH GODA MEMU,PASS-TRAINS
63142,GODA SDAH MEMU,PASS-TRAINS
63151,JSME BDME MEMU,PASS-TRAINS
63153,JSME BDME MEMU,PASS-TRAINS
63154,BDME JSME MEMU,PASS-TRAINS
63155,JSME BDME MEMU,PASS-TRAINS
63156,BDME JSME MEMU,PASS-TRAINS
63157,JSME BDME MEMU,PASS-TRAINS
63158,BDME JSME MEMU,PASS-TRAINS
63159,JSME BDME MEMU,PASS-TRAINS
63160,BDME JSME MEMU,PASS-TRAINS
63161,JSME BDME MEMU,PASS-TRAINS
63162,BDME JSME MEMU,PASS-TRAINS
63163,JSME BDME MEMU,PASS-TRAINS
63164,BDME JSME MEMU,PASS-TRAINS
63165,JSME BDME MEMU,PASS-TRAINS
63166,BDME JSME MEMU,PASS-TRAINS
63167,JSME BDME MEMU,PASS-TRAINS
63168,BDME JSME MEMU,PASS-TRAINS
63169,JSME BDME MEMU,PASS-TRAINS
63176,LGL SDAH MEMU,PASS-TRAINS
63177,SDAH LGL MEMU,PASS-TRAINS
63201,BJU SPJ MEMU,PASS-TRAINS
63202,SPJ BJU MEMU,PASS-TRAINS
63203,KIUL MKA MEMU,PASS-TRAINS
63204,MKA KIUL MEMU,PASS-TRAINS
63205,KIUL PNBE MEMU,PASS-TRAINS
63206,PNBE KIUL MEMU,PASS-TRAINS
63207,JAJ PNBE MEMU,PASS-TRAINS
63209,DGHR PNBE MEMU,PASS-TRAINS
63210,PNBE DGHR MEMU,PASS-TRAINS
63212,PNBE JAJ MEMU,PASS-TRAINS
63213,PNBE ARA MEMU,PASS-TRAINS
63214,ARA PNBE MEMU,PASS-TRAINS
63215,SPJ MFP MEMU,PASS-TRAINS
63216,MFP SPJ MEMU,PASS-TRAINS
63217,BJU DNR MEMU,PASS-TRAINS
63218,DNR BJU MEMU,PASS-TRAINS
63219,DNR BXR MEMU,PASS-TRAINS
63220,BXR PNBE MEMU,PASS-TRAINS
63221,MKA PNBE MEMU,PASS-TRAINS
63222,PNBE MKA MEMU,PASS-TRAINS
63223,PNBE ARA MEMU,PASS-TRAINS
63224,ARA PNBE MEMU,PASS-TRAINS
63225,PNBE DDU MEMU,PASS-TRAINS
63226,BSB PNBE MEMU,PASS-TRAINS
63229,ARA BSBS MEMU,PASS-TRAINS
63230,BSBS ARA MEMU,PASS-TRAINS
63231,PNBE DDU MEMU,PASS-TRAINS
63232,BXR PNBE MEMU,PASS-TRAINS
63233,PNBE BSB MEMU,PASS-TRAINS
63234,DDU PNBE MEMU,PASS-TRAINS
63235,BXR DDU MEMU,PASS-TRAINS
63237,DDU SFG MEMU,PASS-TRAINS
63238,SFG DDU MEMU,PASS-TRAINS
63240,DDU BXR MEMU,PASS-TRAINS
63241,PNBE GAYA MEMU,PASS-TRAINS
63242,GAYA PNBE MEMU,PASS-TRAINS
63243,PNBE GAYA MEMU,PASS-TRAINS
63244,GAYA PNBE MEMU,PASS-TRAINS
63245,PNBE GAYA MEMU,PASS-TRAINS
63246,GAYA PNBE MEMU,PASS-TRAINS
63247,PNBE GAYA MEMU,PASS-TRAINS
63248,GAYA PNBE MEMU,PASS-TRAINS
63249,PNBE GAYA MEMU,PASS-TRAINS
63250,GAYA PNBE MEMU,PASS-TRAINS
63251,PNBE GAYA MEMU,PASS-TRAINS
63252,GAYA PNBE MEMU,PASS-TRAINS
63253,PNBE GAYA MEMU,PASS-TRAINS
63254,GAYA PNBE MEMU,PASS-TRAINS
63255,PNBE GAYA MEMU,PASS-TRAINS
63256,GAYA PNBE MEMU,PASS-TRAINS
63257,PNBE GAYA MEMU,PASS-TRAINS
63258,GAYA PNBE MEMU,PASS-TRAINS
63259,PNBE GAYA MEMU,PASS-TRAINS
63260,GAYA PNBE MEMU,PASS-TRAINS
63263,PNBE BXR MEMU,PASS-TRAINS
63264,DDU PNBE MEMU,PASS-TRAINS
63265,DBG PPTA MEMU,PASS-TRAINS
63266,PPTA DBG MEMU,PASS-TRAINS
63267,MFP PPTA MEMU,PASS-TRAINS
63268,PPTA MFP MEMU,PASS-TRAINS
63269,SPJ MFP MEMU,PASS-TRAINS
63270,MFP SPJ MEMU,PASS-TRAINS
63271,MKA PNBE MEMU,PASS-TRAINS
63272,PNBE MKA MEMU,PASS-TRAINS
63273,RGD PNBE MEMU,PASS-TRAINS
63274,PNBE RGD MEMU,PASS-TRAINS
63275,KIUL PNBE MEMU,PASS-TRAINS
63276,PNBE KIUL MEMU,PASS-TRAINS
63280,PNBE BJU MEMU,PASS-TRAINS
63281,PPTA PNBE MEMU,PASS-TRAINS
63282,PNBE PPTA MEMU,PASS-TRAINS
63283,BJU PNBE MEMU,PASS-TRAINS
63284,PNBE BJU MEMU,PASS-TRAINS
63285,BJU PNBE MEMU,PASS-TRAINS
63287,BJU PPTA MEMU,PASS-TRAINS
63288,PPTA BJU MEMU,PASS-TRAINS
63289,GAYA DOS MEMU,PASS-TRAINS
63290,DOS GAYA MEMU,PASS-TRAINS
63291,GAYA DOS MEMU,PASS-TRAINS
63292,DOS GAYA MEMU,PASS-TRAINS
63293,DOS DDU MEMU,PASS-TRAINS
63294,DDU DOS MEMU,PASS-TRAINS
63295,GAYA DDU MEMU,PASS-TRAINS
63296,DDU GAYA MEMU,PASS-TRAINS
63297,DGHR JAJ MEMU,PASS-TRAINS
63298,JAJ DGHR MEMU,PASS-TRAINS
63301,KIR BJU MEMU,PASS-TRAINS
63302,BJU KIR MEMU,PASS-TRAINS
63303,KIR SPJ MEMU,PASS-TRAINS
63304,SPJ KIR MEMU,PASS-TRAINS
63305,KIR SEE MEMU,PASS-TRAINS
63306,SEE KIR MEMU,PASS-TRAINS
63307,KIR SPJ MEMU,PASS-TRAINS
