train_no,train_name,type_code
1211,BD NK SPL,PASS-TRAINS
1212,NK BD SPL,PASS-TRAINS
1461,SUR DD DMU SPL,PASS-TRAINS
1462,DD SUR DMU SPL,PASS-TRAINS
3020,AZ KNJ PASS SPL,PASS-TRAINS
4189,GOY ALJN FAST MEMU SPL,PASS-TRAINS
4190,ALJN GOY FAST MEMU,PASS-TRAINS
4503,KLK SML SPL,PASS-TRAINS
4504,SML KLK SPL,PASS-TRAINS
4703,HMH SGNR PASS SPL,PASS-TRAINS
4704,SGNR HMH PASS SPL,PASS-TRAINS
4768,SGNR HMH PASS SPL,PASS-TRAINS
4769,HMH SGNR PASS SPL,PASS-TRAINS
4773,SGNR SOG SPL,PASS-TRAINS
4774,SOG SGNR PASS SPL,PASS-TRAINS
4775,SDLP HMH SPL,PASS-TRAINS
4776,HMH SDLP SPL,PASS-TRAINS
4777,SDLP HMH SPL,PASS-TRAINS
4778,HMH SDLP PASS,PASS-TRAINS
4779,SGNR SOG SPL,PASS-TRAINS
4780,SOG SGNR SPL,PASS-TRAINS
4783,BTI SSA HSPL,PASS-TRAINS
4784,SSA BTI HSPL,PASS-TRAINS
4801,SIKR JP SPL,PASS-TRAINS
4802,JP SIKR SPL,PASS-TRAINS
4849,RTGH CUR DEMU SPL,PASS-TRAINS
4850,CUR RTGH DEMU SPL,PASS-TRAINS
4851,MTD RTGH DEMU SPL,PASS-TRAINS
4852,RTGH MTD DEMU SPL,PASS-TRAINS
4853,SIKR LHU SPL,PASS-TRAINS
4854,LHU SIKR SPL,PASS-TRAINS
4879,BME MBF SPL,PASS-TRAINS
4880,MBF BME SPL,PASS-TRAINS
5109,BNRS PRRB MAGH MELA SPL,PASS-TRAINS
5110,PRRB BNRS MAGH MELA SPL,PASS-TRAINS
5311,BC PBE DEMU SPL,PASS-TRAINS
5312,PBE BS DEMU SPL,PASS-TRAINS
5401,BC KPV DEMU SPL,PASS-TRAINS
5402,KPV BC DEMU SPL,PASS-TRAINS
5509,SHC JMP MEMU SPL,PASS-TRAINS
5510,JMP SHC MEMU SPL,PASS-TRAINS
6197,TVR KKDI DEMU SPL,PASS-TRAINS
6198,KKDI TVR DEMU SPL,PASS-TRAINS
6269,MYS SMVB EXP SPL,PASS-TRAINS
6270,SMVB MYS EXP SPL,PASS-TRAINS
6525,SBC MYS MEMU SPL,PASS-TRAINS
6526,MYS SBC MEMU SPL,PASS-TRAINS
6527,BWT SMVB MEMU SPL,PASS-TRAINS
6528,SMVB BWT MEMU SPL,PASS-TRAINS
6532,DHL SBC MEMU SPL,PASS-TRAINS
6535,DHL BNC MEMU SPL,PASS-TRAINS
6536,BNC DHL MEMU SPL,PASS-TRAINS
6537,DHL BNC MEMU SPL,PASS-TRAINS
6538,BNC DHL MEMU SPL,PASS-TRAINS
6581,SBC CPT PASS SPL,PASS-TRAINS
6582,CPT SBC PASS SPL,PASS-TRAINS
6583,SBC HAS MEMU,PASS-TRAINS
6584,HAS SBC MEMU,PASS-TRAINS
6591,YPR HSRA MEMU SPL,PASS-TRAINS
6592,HSRA YPR MEMU SPL,PASS-TRAINS
6605,GATL JLWC MEMU SPL,PASS-TRAINS
6606,JLWC GATL MEMU SPL,PASS-TRAINS
6607,BINA GUNA MEMU,PASS-TRAINS
6608,GUNA BINA MEMU SPL,PASS-TRAINS
6709,CBE PLNI PASS SPL,PASS-TRAINS
6710,PLNI CBE PASS SPL,PASS-TRAINS
6716,TPJ TJ DEMU SPL,PASS-TRAINS
6717,TTP TPJ DEMU SPL,PASS-TRAINS
6718,TJ TTP DEMU SPL,PASS-TRAINS
6851,TVR PKT DEMU SPL,PASS-TRAINS
6852,PKT TVR DEMU SPL,PASS-TRAINS
6919,UBL BJP PASS SPL,PASS-TRAINS
6920,BJP UBL PASS SPL,PASS-TRAINS
7282,TEL GNT MEMU SPL,PASS-TRAINS
7393,HPT UBL DEMU SPL,PASS-TRAINS
7394,UBL HPT DEMU SPL,PASS-TRAINS
7395,BAY DVG DEMU SPL,PASS-TRAINS
7396,DVG BAY DEMU SPL,PASS-TRAINS
7397,HPT BAY DEMU SPL,PASS-TRAINS
7398,BAY HPT DEMU SPL,PASS-TRAINS
8051,KGP JGM SPL,PASS-TRAINS
8052,JGM KGP SPL,PASS-TRAINS
8534,PSA CTC PASS SPL,PASS-TRAINS
8871,GONDIA DURG SPL,PASS-TRAINS
8872,DURG GONDIA SPL,PASS-TRAINS
8873,DURG DRZ SPL,PASS-TRAINS
8874,DRZ G PASS,PASS-TRAINS
8881,BPQ CAF MEMU SPL,PASS-TRAINS
8882,CAF BPQ MEMU SPL,PASS-TRAINS
9635,JP RE PASSENGER,PASS-TRAINS
9636,RE JP PASSENGER,PASS-TRAINS
13503,BWN HTE MEMU EXP,PASS-TRAINS
13504,HTE BWN MEMU EXP,PASS-TRAINS
13545,ASN GAYA MEMU EXP,PASS-TRAINS
13546,GAYA ASN MEMU EXP,PASS-TRAINS
13553,ASN BSB MEMU EXP,PASS-TRAINS
13554,BSB ASN MEMU EXP,PASS-TRAINS
15041,FBD KSJ EXP,PASS-TRAINS
15042,KSJ FBD EXP,PASS-TRAINS
16549,SBC KQZ DEMU SPL,PASS-TRAINS
16550,KQZ SBC DEMU SPL,PASS-TRAINS
17334,CLR MRJ PASS,PASS-TRAINS
17660,BDCR SC EXP,PASS-TRAINS
18033,HWH GTS MEMU EXP,PASS-TRAINS
18034,GTS HWH MEMU EXP,PASS-TRAINS
31770,LGL RHA EMU,PASS-TRAINS
31861,KNJ LGL LOCAL,PASS-TRAINS
31863,KNJ LGL LOCAL,PASS-TRAINS
31864,LGL KNJ LOCAL,PASS-TRAINS
33684,GBG SDAH LOCAL,PASS-TRAINS
37279,HWH BDC LOCAL,PASS-TRAINS
37290,BDC HWH LOCAL,PASS-TRAINS
37386,AMBG TAK LOCAL,PASS-TRAINS
50103,RATNAGIRI PASS,PASS-TRAINS
50104,RN DIVA PASS,PASS-TRAINS
50119,DIVA PNVL PASS,PASS-TRAINS
50120,PNVL DIVA PASS,PASS-TRAINS
51027,FAST PASSENGER,PASS-TRAINS
51028,FAST PASSENGER,PASS-TRAINS
51029,BJP FAST PASS,PASS-TRAINS
51030,BJP BB FAST PAS,PASS-TRAINS
51033,SHIRDI FAST PASS,PASS-TRAINS
51034,CSMT FAST PASS,PASS-TRAINS
51101,JM KMN PASS,PASS-TRAINS
51102,KMN JM PASS,PASS-TRAINS
51103,JM KMN PASS,PASS-TRAINS
51104,KMN JM PASS,PASS-TRAINS
51105,JM KMN PASS,PASS-TRAINS
51106,KMN JM PASS,PASS-TRAINS
51107,JM KMN PASS,PASS-TRAINS
51108,KMN JM PASS,PASS-TRAINS
51111,CSN DHI PASS,PASS-TRAINS
51112,DHI CSN PASS,PASS-TRAINS
51113,CSN DHI PASS,PASS-TRAINS
51114,DHI CSN PASS,PASS-TRAINS
51115,CSN DHI PASS,PASS-TRAINS
51117,CSN DHI PASS,PASS-TRAINS
51118,DHI CSN PASS,PASS-TRAINS
51119,WR KALM PASS,PASS-TRAINS
51120,KALM WR PASS,PASS-TRAINS
51135,BD AMI PASS,PASS-TRAINS
51136,AMI BD PASS,PASS-TRAINS
51137,BD AMI PASS,PASS-TRAINS
51138,AMI BD PASS,PASS-TRAINS
51139,BD AMI PASS,PASS-TRAINS
51140,AMI BD PASS,PASS-TRAINS
51141,BD AMI PASS,PASS-TRAINS
51142,AMI BD PASS,PASS-TRAINS
51145,BD AMI PASS,PASS-TRAINS
51146,AMI BD PASS,PASS-TRAINS
51147,BD AMI PASS,PASS-TRAINS
51148,AMI BD PASS,PASS-TRAINS
51149,BD AMI PASS,PASS-TRAINS
51150,AMI BD PASS,PASS-TRAINS
51151,NAVI NRKR PASS,PASS-TRAINS
51152,NRKR NAVI PASS,PASS-TRAINS
51153,CSTM BSL PASS,PASS-TRAINS
51154,BSL CSTM PASS,PASS-TRAINS
51183,BSL NRKR PASS,PASS-TRAINS
51184,NRKR BSL PASS,PASS-TRAINS
51187,BSL KTE PASS,PASS-TRAINS
51188,KTE BSL PASS,PASS-TRAINS
51195,WR BPQ PASS,PASS-TRAINS
51196,BPQ WR PASS,PASS-TRAINS
51253,AMLA CWA PASS,PASS-TRAINS
51254,CWA AMLA PASS,PASS-TRAINS
51255,BXY CWA PASS,PASS-TRAINS
51256,CWA BXY PASS,PASS-TRAINS
51259,WR NGP PASS,PASS-TRAINS
51260,NGP WR PASS,PASS-TRAINS
51261,AMI WR PASS,PASS-TRAINS
51262,WR AMI PASS,PASS-TRAINS
51285,BSL NGP PASS,PASS-TRAINS
51286,NGP BSL PASS,PASS-TRAINS
51293,NGP AMLA PASS,PASS-TRAINS
51294,AMLA NGP PASS,PASS-TRAINS
51317,KJT PUNE PASS,PASS-TRAINS
51318,PUNE KJT PASS,PASS-TRAINS
51347,PUNE-BRMT PASSENGER,PASS-TRAINS
51348,BRMT DD PASS,PASS-TRAINS
51350,DD PUNE PASS,PASS-TRAINS
51401,PUNE BRMT PASSENGER,PASS-TRAINS
51402,BRMT DD PASSENGER,PASS-TRAINS
51411,BAY DWR PASS,PASS-TRAINS
51412,UBL BAY PASS,PASS-TRAINS
51423,IGP MMR PASS,PASS-TRAINS
51424,MMR IGP PASS,PASS-TRAINS
51431,MRJ LD PASSENGER,PASS-TRAINS
51432,LD MRJ PASS,PASS-TRAINS
51451,PUNE BRMT PASS,PASS-TRAINS
51452,BRMT PUNE PAS,PASS-TRAINS
51458,DWR HUBLI PASS,PASS-TRAINS
51461,MRJ BGM PASSENGER,PASS-TRAINS
51462,BGM MRJ PASSENGER,PASS-TRAINS
51463,MRJ BGM PASSENGER,PASS-TRAINS
51464,BGM MRJ PASSENGER,PASS-TRAINS
51601,BINA KMZ PASS,PASS-TRAINS
51602,KTE BINA PASS,PASS-TRAINS
51603,BINA KTE PASS,PASS-TRAINS
51604,KTE-BINA PASSENGER,PASS-TRAINS
51605,KTE CHRM PASS,PASS-TRAINS
51606,CHRM KMZ PASS,PASS-TRAINS
51607,BINA GUNA PASS,PASS-TRAINS
51608,GUNA BINA PASS,PASS-TRAINS
51609,BINA GUNA PASS,PASS-TRAINS
51610,GUNA BINA PASS,PASS-TRAINS
51611,KOTA BINA PASS,PASS-TRAINS
51612,BINA KOTA PASS,PASS-TRAINS
51673,ET STA PASS,PASS-TRAINS
51674,STA ET PASS,PASS-TRAINS
51675,KTE CPU PASS,PASS-TRAINS
51676,CPU KMZ PASS,PASS-TRAINS
51677,CPU SKTN PASS,PASS-TRAINS
51678,SKTN CPU PASS,PASS-TRAINS
51679,KTE CPU PASS,PASS-TRAINS
51680,CPU KTE PASS,PASS-TRAINS
51683,KNW BIR PASSENGER,PASS-TRAINS
51684,BIR KNW PASSENGER,PASS-TRAINS
51685,KNW BIR PASSENGER,PASS-TRAINS
51686,BIR KNW PASSENGER,PASS-TRAINS
51687,KNW BIR PASSENGER,PASS-TRAINS
51688,BIR KNW PASSENGER,PASS-TRAINS
51703,JBP NIR PASSENGER,PASS-TRAINS
51704,NIR JBP PASSENGER,PASS-TRAINS
51705,JBP NIR PASSENGER,PASS-TRAINS
51706,NIR JBP PASSENGER,PASS-TRAINS
51707,JBP G PASSENGER,PASS-TRAINS
51708,G JBP PASSENGER,PASS-TRAINS
51709,NIR MFR PASSENGER,PASS-TRAINS
51710,MFR NIR PASSENGER,PASS-TRAINS
51711,NIR MFR PASSENGER,PASS-TRAINS
51712,MFR NIR PASSENGER,PASS-TRAINS
51713,NIR CID PASS,PASS-TRAINS
51714,CID NIR PASS,PASS-TRAINS
51755,CHRM APR PASSENGER,PASS-TRAINS
51756,APR CHRM PASSENGER,PASS-TRAINS
51801,MKP CNB PASS,PASS-TRAINS
51802,CNB MKP PASS,PASS-TRAINS
51803,JHS CNB PASS,PASS-TRAINS
51804,CNB JHS PASS,PASS-TRAINS
51805,JHS MKP PASS,PASS-TRAINS
51806,MKP JHS PASS,PASS-TRAINS
51807,JHS BNDA PASS,PASS-TRAINS
51808,BNDA JHS PASS,PASS-TRAINS
51811,BINA JHS PASS,PASS-TRAINS
51812,JHS BINA PASS,PASS-TRAINS
51813,VGLJ LKO PASSENGER,PASS-TRAINS
51814,LKO JHS PASS,PASS-TRAINS
51817,KURJ LAR PASSENGER,PASS-TRAINS
51818,LAR KURJ PASSENGER,PASS-TRAINS
51821,MBA KURJ PASSENGER,PASS-TRAINS
51822,KURJ MBA PASSENGER,PASS-TRAINS
51827,ET JHS PASS,PASS-TRAINS
51828,JHS ET PASS,PASS-TRAINS
51829,NGP ET PASS,PASS-TRAINS
51830,ET NGP PASS,PASS-TRAINS
51831,JHS AGC PASS,PASS-TRAINS
51861,AIT KNH PASSENGER,PASS-TRAINS
51862,KNH AIT PASSENGER,PASS-TRAINS
51863,SSKI KNH PASSENGER,PASS-TRAINS
51864,KNH SSKI PASSENGER,PASS-TRAINS
51865,AIT KNH PASSENGER,PASS-TRAINS
51866,KNH AIT PASSENGER,PASS-TRAINS
51867,SSKI KNH PASSENGER,PASS-TRAINS
51868,KNH SSKI PASSENGER,PASS-TRAINS
51869,AIT KNH PASS,PASS-TRAINS
51870,KNH AIT PASS,PASS-TRAINS
51881,GWL AGC PASS,PASS-TRAINS
51882,AGC GWL PASS,PASS-TRAINS
51883,BINA GWL PASSENGER,PASS-TRAINS
51884,GWL BINA PASSENGER,PASS-TRAINS
51885,BINA DMO PASSENGER,PASS-TRAINS
51886,DMO BINA PASSENGER,PASS-TRAINS
51901,AF ETAH PASSENGER,PASS-TRAINS
51902,ETAH AF PASSENGER,PASS-TRAINS
51903,TDL ETAH PASSENGER,PASS-TRAINS
51904,ETAH TDL PASSENGER,PASS-TRAINS
51905,FBD TDL PASSENGER,PASS-TRAINS
51906,TDL FBD PASSENGER,PASS-TRAINS
51907,IDH BTE PASSENGER,PASS-TRAINS
51908,BTE IDH PASSENGER,PASS-TRAINS
51909,IDH BTE PASSENGER,PASS-TRAINS
51910,BTE IDH PASSENGER,PASS-TRAINS
51911,DLI SRE PASS,PASS-TRAINS
51912,SRE DLI PASS,PASS-TRAINS
51913,DLI SRE PASS,PASS-TRAINS
51914,SRE DLI PASS,PASS-TRAINS
51915,DLI FN PASS,PASS-TRAINS
51916,FN DLI PASS,PASS-TRAINS
51917,DELHI SHAMLI SEWA,PASS-TRAINS
51918,SHAMLI DELHI SEWA,PASS-TRAINS
51971,MTJ AWR PASSENGER,PASS-TRAINS
51972,AWR MTJ PASSENGER,PASS-TRAINS
51973,MTJ JP PASSENGER,PASS-TRAINS
51974,JP MTJ PASSENGER,PASS-TRAINS
52001,BIM WGI PASSENGER,PASS-TRAINS
52002,WGI BIM PASSENGER,PASS-TRAINS
52003,BIM WGI PASSENGER,PASS-TRAINS
52004,WGI BIM PASSENGER,PASS-TRAINS
52021,MKRL MYG PASS N G,PASS-TRAINS
52022,MYG MKRL PASS N G,PASS-TRAINS
52023,MLSR MYGL PASS,PASS-TRAINS
52024,MYGL MLSR PASS,PASS-TRAINS
52027,CRND MYGL PASS,PASS-TRAINS
52028,MYGL CRND PASS,PASS-TRAINS
52033,JMB PRTN PASS N G,PASS-TRAINS
52034,PRTN JMB PASS N G,PASS-TRAINS
52035,JMB PRTN PASS N G,PASS-TRAINS
52036,PRTN JMB PASS N G,PASS-TRAINS
52045,MKRL MYGL PASS NG,PASS-TRAINS
52046,MYGL MKRL PASS NG,PASS-TRAINS
52075,MJ KBK PASSENGER,PASS-TRAINS
52076,KBK MJ PASSENGER,PASS-TRAINS
52101,NRLN MAE PASS N G,PASS-TRAINS
52102,MAE NRLN PASS N G,PASS-TRAINS
52103,NRLN MAE PASS N G,PASS-TRAINS
52104,MAE NRLN PASS N G,PASS-TRAINS
52105,NRLN MAE PASS N G,PASS-TRAINS
52106,MAE NRLN PASS N G,PASS-TRAINS
52107,NRLN MAE PASS N G,PASS-TRAINS
52108,MAE NRLN PASS N G,PASS-TRAINS
52109,NRLN MAE PASS N G,PASS-TRAINS
52110,MAE NRLN PASS N G,PASS-TRAINS
52111,NRLN MAE PASS,PASS-TRAINS
52112,MAE NRLN PASS,PASS-TRAINS
52145,AMAN MAE SHUTTLE,PASS-TRAINS
52146,MAE AMAN SHUTTLE,PASS-TRAINS
52147,AMAN MAE SHUTTLE,PASS-TRAINS
52148,MAE AMAN SHUTTLE,PASS-TRAINS
52149,AMAN MAE SHUTTLE,PASS-TRAINS
52150,MAE AMAN SHUTTLE,PASS-TRAINS
52151,AMAN MAE SHUTTLE,PASS-TRAINS
52152,MAE AMAN SHUTTLE,PASS-TRAINS
52153,AMAN MAE SHUTTLE,PASS-TRAINS
52154,MAE AMAN SHUTTLE,PASS-TRAINS
52155,AMAN MAE SHUTTLE,PASS-TRAINS
52156,MAE AMAN SHUTTLE,PASS-TRAINS
52157,AMAN MAE SHUTTLE,PASS-TRAINS
52158,MAE AMAN SHUTTLE,PASS-TRAINS
52159,AMAN MAE SHUTTLE,PASS-TRAINS
52160,MAE AMAN SHUTTLE,PASS-TRAINS
52161,AMAN MAE SHUTTLE,PASS-TRAINS
52162,MAE AMAN SHUTTLE,PASS-TRAINS
52163,AMAN MAE SHUTTLE,PASS-TRAINS
52164,MAE AMAN SHUTTLE,PASS-TRAINS
52165,AMAN MAE SHUTTLE,PASS-TRAINS
52166,MAE AMAN SHUTTLE,PASS-TRAINS
52171,GWO SOE PASS,PASS-TRAINS
52172,SOE GWO PASS N G,PASS-TRAINS
52173,GWO SBL PASS N G,PASS-TRAINS
52174,SBL GWO PASS N G,PASS-TRAINS
52175,GWO SBL PASS N G,PASS-TRAINS
52176,SBL GWO PASS N G,PASS-TRAINS
52177,SBL SOE PASS NG,PASS-TRAINS
52178,SOE SBL PASS N G,PASS-TRAINS
52179,DHO SRMT PASS N G,PASS-TRAINS
52180,SRMT DHO PASS N G,PASS-TRAINS
52181,DHO TPO PASS N G,PASS-TRAINS
52182,TPO BARI PASS N G,PASS-TRAINS
52183,BARI SRMT PASS N G,PASS-TRAINS
52184,SRMT DHO PASS N G,PASS-TRAINS
52203,PLK MLN PASS,PASS-TRAINS
52204,MLN PLK PASS,PASS-TRAINS
52205,PBE MLN PASS,PASS-TRAINS
52206,PBE BRY PASS,PASS-TRAINS
52239,TQN MLN PASS M G,PASS-TRAINS
52240,MLN TQN PASS M G,PASS-TRAINS
52241,BRK MLN PASS M G,PASS-TRAINS
52242,STP BRK PASS M G,PASS-TRAINS
52251,BRK MLN PASS M G,PASS-TRAINS
52252,MLN BRK PASS M G,PASS-TRAINS
52253,BRK MLN PASS M G,PASS-TRAINS
52254,TQN BRK PASS M G,PASS-TRAINS
52255,BRK MLN PASS M G,PASS-TRAINS
52256,MLN BRK PASS M G,PASS-TRAINS
52257,BRK MLN PASS M G,PASS-TRAINS
52258,MLN BRK PASS,PASS-TRAINS
52259,BIC MLN PASSENGER,PASS-TRAINS
52260,MLN BIC PASSENGER,PASS-TRAINS
52263,BRK NPR PASS M G,PASS-TRAINS
52264,NPR BRK PASS M G,PASS-TRAINS
52265,BRK NPR PASS M G,PASS-TRAINS
52266,NPR BRK PASS M G,PASS-TRAINS
52267,BRK NPR PASS M G,PASS-TRAINS
52268,NPR BRK PASS M G,PASS-TRAINS
52277,PLK MLN PASS M G,PASS-TRAINS
52278,MLN PLK PASS M G,PASS-TRAINS
52297,PBE SZP PASS M G,PASS-TRAINS
52298,SZP PBE PASS,PASS-TRAINS
52445,KLK SML PASSENGER,PASS-TRAINS
52446,SML KLK PASSENGER,PASS-TRAINS
52447,SGS SML JOYRIDE,PASS-TRAINS
52448,SML SGS JOYRIDE,PASS-TRAINS
52461,PTK JMKR PASSENGER,PASS-TRAINS
52462,JMKR PTK PASSENGER,PASS-TRAINS
52463,PTK BJPL PASS N G,PASS-TRAINS
52464,BJPL PTK PASSENGER,PASS-TRAINS
52465,NUPR BJPL PASSENGER,PASS-TRAINS
52466,BJPL NUPR PASSENGER,PASS-TRAINS
52467,NUPR BJPL PASSENGER,PASS-TRAINS
52468,BJPL PTK PASS N G,PASS-TRAINS
52469,BJPL JDNX PASSENGER,PASS-TRAINS
52470,JDNX BJPL PASSENGER,PASS-TRAINS
52471,JMKR JDNX PASSENGER,PASS-TRAINS
52472,JDNX BJPL PASSENGER,PASS-TRAINS
52473,BJPL JDNX PASSENGER,PASS-TRAINS
52474,BJPL NUPR PASSENGER,PASS-TRAINS
52475,PTK BJPL PASSENGER,PASS-TRAINS
52476,BJPL PTK PASSENGER,PASS-TRAINS
52538,DJ NJP AC PASS,PASS-TRAINS
52539,NJP DJ AC PASS,PASS-TRAINS
52540,DJ NJP PASSENGER,PASS-TRAINS
52541,NJP DJ PASSENGER,PASS-TRAINS
52543,NJP KGN PASS N G,PASS-TRAINS
52544,DJ GHUM JOYRIDE,PASS-TRAINS
52545,JUNGLE SAFARI,PASS-TRAINS
52546,JUNGLE SAFARI,PASS-TRAINS
52559,JUNGLE SAFARI,PASS-TRAINS
52570,RED PANDA,PASS-TRAINS
52571,RED PANDA,PASS-TRAINS
52574,JOYRIDE DIESEL,PASS-TRAINS
52575,JOYRIDE DIESEL,PASS-TRAINS
52588,DJ KGN NG TRAIN,PASS-TRAINS
52590,DARJEELING JOYRIDE,PASS-TRAINS
52591,JOYRIDE DIESEL,PASS-TRAINS
52592,DIESEL JOYRIDE,PASS-TRAINS
52593,JOYRIDE STEAM,PASS-TRAINS
52594,JOYRIDE STEAM,PASS-TRAINS
52595,JOYRIDE STEAM,PASS-TRAINS
52596,JOYRIDE STEAM,PASS-TRAINS
52597,JOYRIDE DIESEL,PASS-TRAINS
52598,JOYRIDE STEAM,PASS-TRAINS
52599,JOYRIDE DIESEL,PASS-TRAINS
52929,VRL JND PASSENGER,PASS-TRAINS
52930,JND VRL PASSENGER,PASS-TRAINS
52933,VRL JND PASSENGER,PASS-TRAINS
52946,JND VRL PASSENGER,PASS-TRAINS
52949,VRL DVA PASSENGER,PASS-TRAINS
52950,DVA VRL PASSENGER,PASS-TRAINS
52951,DVA JND PASSENGER,PASS-TRAINS
52952,JND DVA PASSENGER,PASS-TRAINS
52955,VRL JND PASSENGER,PASS-TRAINS
52956,JND VRL PASSENGER,PASS-TRAINS
52963,MHOW SWD PASS M G,PASS-TRAINS
52964,SWD MHOW PASS M G,PASS-TRAINS
52973,MHOW SWD PASS,PASS-TRAINS
52974,SWD MHOW PASS,PASS-TRAINS
52975,MHOW SWD PASS,PASS-TRAINS
52976,SWD MHOW PASS,PASS-TRAINS
53001,HWH AZ PASSENGER,PASS-TRAINS
53002,AZ HWH PASSENGER,PASS-TRAINS
53005,KWAE AZ PASSENGER,PASS-TRAINS
53006,AZ KWAE PASSENGER,PASS-TRAINS
53008,RPH KWAE PASSENGER,PASS-TRAINS
53009,KWAE AZ PASSENGER,PASS-TRAINS
53011,KWAE AZ PASSENGER,PASS-TRAINS
53012,AZ KWAE PASSENGER,PASS-TRAINS
53013,KWAE AZ PASSENGER,PASS-TRAINS
53014,AZ KWAE PASSENGER,PASS-TRAINS
53015,KWAE AZ PASSENGER,PASS-TRAINS
53016,AZ KWAE PASSENGER,PASS-TRAINS
53017,KWAE AZ PASSENGER,PASS-TRAINS
53018,AZ KWAE PASSENGER,PASS-TRAINS
53021,AZ SBG PASSENGER,PASS-TRAINS
53022,SBG AZ PASSENGER,PASS-TRAINS
53023,AZ RPH PASSENGER,PASS-TRAINS
53024,RPH AZ PASSENGER,PASS-TRAINS
53025,AZ RPH PASSENGER,PASS-TRAINS
53027,AZ MLDT PASSENGER,PASS-TRAINS
53028,MLDT AZ PASSENGER,PASS-TRAINS
53029,AZ BGP PASSENGER,PASS-TRAINS
53030,BGP AZ PASSENGER,PASS-TRAINS
53031,AZ RPH PASSENGER,PASS-TRAINS
53034,RPH AZ PASSENGER,PASS-TRAINS
53035,AZ BHW PASS,PASS-TRAINS
53036,BHW AZ PASS,PASS-TRAINS
53037,SBG BGP PASS,PASS-TRAINS
53038,BGP SBG PASS,PASS-TRAINS
53041,HWH JYG PGR,PASS-TRAINS
53042,JYG HWH PASS,PASS-TRAINS
53043,HWH RGD PASS,PASS-TRAINS
53044,RGD HWH PASS,PASS-TRAINS
53047,VISWABHARATI FAST PASS,PASS-TRAINS
53048,VISWABHARATI FAST PASS,PASS-TRAINS
53051,AZ NILE PASSENGER,PASS-TRAINS
53052,NILE AZ PASSENGER,PASS-TRAINS
53053,KWAE NILE PASSENGER,PASS-TRAINS
53054,NILE KWAE PASSENGER,PASS-TRAINS
53055,KWAE AMP PASS,PASS-TRAINS
53056,AMP KWAE PASSENGER,PASS-TRAINS
53063,BWN TPH PASS,PASS-TRAINS
53064,BHW BWN PASS,PASS-TRAINS
53068,RPH BWN PASS,PASS-TRAINS
53069,BWN RPH PASS,PASS-TRAINS
53073,RPH SBG PASS,PASS-TRAINS
53074,SBG RPH PASS,PASS-TRAINS
53075,RPH BHW PASS,PASS-TRAINS
53076,BHW RPH PASS,PASS-TRAINS
53081,RPH JSME PASS,PASS-TRAINS
53082,JSME RPH PASS,PASS-TRAINS
53092,AZ KNJ PASSENGER,PASS-TRAINS
53137,RPH BHW PASS,PASS-TRAINS
53138,BHW RPH PASS,PASS-TRAINS
53139,KOAA JSME PGS,PASS-TRAINS
53140,JSME KOAA PGS,PASS-TRAINS
53171,SDAH LGL PASSENGER,PASS-TRAINS
53172,LGL SDAH PASS,PASS-TRAINS
53173,SDAH LGL PASS,PASS-TRAINS
53175,SDAH LGL PASSENGER,PASS-TRAINS
53176,LGL SDAH PASS,PASS-TRAINS
53177,SDAH LGL PASS,PASS-TRAINS
53178,LGL SDAH PASSENGER,PASS-TRAINS
53180,LGL SDAH PASSENGER,PASS-TRAINS
53181,LALGOLA PASS,PASS-TRAINS
53182,LGL SDAH PASS,PASS-TRAINS
53183,SDAH LGL PASS,PASS-TRAINS
53184,LGL SDAH PASS,PASS-TRAINS
53201,PNBE BXR PASS,PASS-TRAINS
53202,BXR PNBE PASS,PASS-TRAINS
53203,JAJ DNR PASS,PASS-TRAINS
53204,DNR JAJ PASS,PASS-TRAINS
53211,PNBE SSM PASSENGER,PASS-TRAINS
53212,SSM PNBE PASSENGER,PASS-TRAINS
53213,PNBE GAYA PASSENGER,PASS-TRAINS
53214,GAYA PNBE PASSENGER,PASS-TRAINS
53219,BXR MGS PASS,PASS-TRAINS
53221,RGD BKP PASS,PASS-TRAINS
53222,BKP RGD PASS,PASS-TRAINS
53223,RGD BKP PASS,PASS-TRAINS
53224,BKP RGD PASS,PASS-TRAINS
53225,BKP GAYA PASS,PASS-TRAINS
53226,GAYA BKP PASS,PASS-TRAINS
53229,RGD FUT PASS,PASS-TRAINS
53230,FUT RGD PASS,PASS-TRAINS
53231,TIA DNR PASSENGER,PASS-TRAINS
53232,DNR TIA PASSENGER,PASS-TRAINS
53233,NES FUT PASS,PASS-TRAINS
53234,FUT NES PASS,PASS-TRAINS
53237,PNBE GAYA PASSENGER,PASS-TRAINS
53238,GAYA PNBE PASSENGER,PASS-TRAINS
53239,PNBE GAYA PASSENGER,PASS-TRAINS
53240,GAYA PNBE PASSENGER,PASS-TRAINS
53241,GAH NKE PASSENGER,PASS-TRAINS
53242,NKE GAH PASSENGER,PASS-TRAINS
53261,FUT BXR PASS,PASS-TRAINS
53262,BXR FUT PASS,PASS-TRAINS
53323,SNDT DHN PASSENGER,PASS-TRAINS
53324,DHN SNDT PASSENGER,PASS-TRAINS
53325,SNDT DHN PASS,PASS-TRAINS
53326,DHN SNDT PASS,PASS-TRAINS
53327,SNDT GMO PASSENGER,PASS-TRAINS
53328,GMO SNDT PASSENGER,PASS-TRAINS
53333,SNDT DHN PASSENGER,PASS-TRAINS
53334,DHN SNDT PASSENGER,PASS-TRAINS
53339,CRP DHN PASSENGER,PASS-TRAINS
