station_name,station_full_name,station_zone,average_delay,median_delay,total_records
SMQL,SHAMLI,NR,32.33840350450231,19.0,8218
SMR,SAMDHARI JN,NWR,25.770090698164942,18.0,9482
SMRL,SAMARALA,NR,9.29965457685665,5.0,2316
SMRR,SUMRERI,WCR,47.90271021542738,27.0,2878
SMSR,SAMASWARA,SECR,13.945167923235093,10.0,1459
SMT,SALAMATPUR,WCR,38.5224153705398,27.0,2186
SMTA,SAMUKTALA ROAD,NFR,47.49168975069252,33.0,722
SMTG,SAHID MATANGINI,SER,15.272831926323867,9.0,2606
SMTL,SIMARIATAL,NCR,21.41849529780564,15.0,638
SMU,SAMBHU,NR,21.014006105225356,11.0,5569
SMV,SUMAOLI,NCR,13.032168607875763,7.0,1803
SMVB,SMVT BENGALURU,SWR,28.652453959902022,3.0,11023
SMVJ,SHRI MAHAVEERJI,WCR,33.5760326827054,19.0,8812
SMWA,SOMESHWARA,SWR,16.894843962008142,9.0,1474
SMX,SIMURALI,ER,9.004704037632301,5.0,2551
SMZ,SARAI MIR,NER,27.95902090209021,12.0,3636
SN,SUKNA,NFR,0.0,0.0,952
SNA,SADANAPURA,WR,1.6246239793725827,0.0,4654
SNAP,SONA ARJUNPUR,NR,42.58442453480358,32.0,4353
SNAR,SRINAGAR,WCR,24.919067215363512,16.0,1458
SNB,SATNAUR BADESRON,NR,0.3872340425531915,0.0,470
SNBD,SUNDERABAD,WR,13.574657534246576,9.0,2920
SNBR,SONUABARY,NFR,32.202739726027396,28.0,730
SNC,S NARAYAN CHPLA,NER,90.96392128279884,64.0,2744
SNCA,SINGRA,NFR,33.55629691409508,29.0,2398
SND,SONDIMRA,SER,23.365079365079364,14.0,882
SNDD,SINDHUDURG,KR,60.235155636934344,49.0,3823
SNDI,SENDURAI,SR,16.19269406392694,13.0,2190
SNDT,SINDRI TOWN,ECR,7.202036441586281,0.0,1866
SNDY,SANDAI H,NER,7.584735812133072,3.0,2555
SNE,SHENOLI,CR,15.689087165408374,13.0,1457
SNF,SANAT NAGAR,SCR,36.46195826645265,26.0,6230
SNGN,SANGANER,NWR,28.714477812640073,19.0,2231
SNGP,SINGHPUR,SECR,42.19344827586207,27.0,2900
SNGR,SANGANAPUR,SCR,17.09581881533101,8.0,2870
SNH,SAUNSHI,SWR,17.679908675799087,11.0,2190
SNHR,SANKHARI,WR,7.434646118721461,3.0,3504
SNI,SINDI,CR,33.06589743589743,23.0,3900
SNIE,SATH NARAINI,NCR,54.085048010973935,42.0,729
SNK,SINDKHEDA,WR,32.23037086535249,9.0,5986
SNKB,SONKHAMB,CR,55.77541208791209,52.0,1456
SNKE,SUNEHTI KHARKHARI H,NR,25.88719371243643,12.0,2163
SNKG,SANKARA GUMMANUR H,SCR,22.572642967542503,11.0,1294
SNKL,SANKARANKOVIL,SR,17.423920736022648,16.0,4239
SNKR,SANKA,SER,28.440853658536586,18.0,4920
SNL,SANAHWAL,NR,23.909587888982337,8.0,2378
SNLR,SANTALPUR,WR,16.7833223900197,9.0,1523
SNM,SITANAGARAM,ECOR,46.709463198671834,31.0,3614
SNMY,SINDRI MARSHALLING YARD,ECR,15.100427350427351,4.0,1872
SNN,SONEGAON,CR,40.34861111111111,37.0,720
SNNR,SINDHANUR,SWR,-0.618111753371869,1.0,2595
SNO,SOMANUR,SR,15.264948084496957,12.0,2793
SNP,SONIPAT JN,NR,48.42564358910273,28.0,20005
SNPR,SINGARPUR,NCR,16.117351598173517,8.5,2190
SNPU,SONEPUR,ECOR,20.622605363984675,0.0,3132
SNQ,SANKARPUR,ER,36.33014354066986,29.0,5643
SNR,SHYAMNAGAR,ER,19.33103448275862,3.0,1450
SNRA,SANWARA H,NER,21.982357092448837,12.0,1417
SNRR,SANSARPUR,WCR,48.453264604811,32.0,2910
SNS,SASNI,NCR,76.2158774373259,53.0,2154
SNSI,SAINAGAR SHIRDI,CR,19.345362563237774,0.0,2965
SNSL,SONSHELU,WR,19.0989010989011,5.0,1456
SNSN,SONASAN,WR,12.850682593856655,7.0,1172
SNT,SAINTHIA,ER,29.688249644236635,24.0,19676
SNTD,SANTALDIH,SER,27.392520522955305,16.0,6578
SNTH,SONTHALIYA,NWR,9.160730593607306,4.0,2190
SNV,SONDAD,SECR,92.54180945853324,78.0,2918
SNX,SANEH ROAD,NR,8.260541652382585,4.0,2917
SNYN,SONIYANA,NWR,12.324657534246576,7.0,730
SNZ,SHERGANJ H,NER,4.637798306389531,3.0,2598
SOA,SANOSRA,WR,19.26447688564477,15.0,4110
SOAE,SOMRA BAZAR,ER,18.407478427612656,14.0,2086
SOB,SILANIBARI,NFR,18.33082191780822,7.0,1460
SOD,SOJAT ROAD,NWR,17.141654978962134,7.0,5704
SOG,SURATGARH JN,NWR,14.774998305199647,5.0,14751
SOGR,SOGRA,SER,68.40188772975658,38.0,2013
SOHL,SOHAL,NR,37.029425612052734,28.0,4248
SOJ,SAROJINI NAGAR,NR,0.0,0.0,149
SOJN,SIHOR GUJARAT,WR,17.934561626429478,12.0,11018
SOL,SOLAN,NR,15.84432933478735,8.0,3668
SOLR,SOLUR,SWR,23.63716814159292,19.0,1356
SOM,SOMNA,NCR,53.30193905817175,39.0,4693
SONA,SONAMUKHI PH,SER,6.9341551413108835,2.0,3326
SONH,SEONAN H,ECR,17.920665387076134,8.0,3126
SONI,SONI,NCR,18.056288715324534,8.0,3713
SONR,SAONER JN,SECR,42.753863134657834,31.0,1812
SONW,SONWARSA H,ECR,42.328054298642535,35.0,1326
SOP,SHIUPUR,NR,52.6643598615917,26.0,1445
SOPR,SONMA PRANPUR F,ECR,68.44651639344262,48.5,4880
SOQ,SOMPUR ROAD,SWR,24.241666666666667,17.0,1440
SOR,SONAGIR,NCR,26.093163301452357,16.0,2823
SORO,SORO,SER,69.7696462613853,35.0,9442
SOS,SOMESAR,NWR,17.763693270735523,6.0,3195
SOT,SHOHRATGARH,NER,102.04225965727564,56.0,6886
SOU,SUPAUL,ECR,68.49777853725222,46.0,5852
SOW,SUHSARAI,ECR,53.83185840707964,34.0,3842
SOY,SUKRIMANGELA,SECR,57.875431331953074,43.0,2898
SP,SAIDAPET,SR,14.905901116427433,9.0,627
SPAK,ARNIYA KALAN SALEMPURA,NWR,8.750798722044728,4.0,626
SPAM,SENJI PANAMBAKKAM,SR,11.377428998505232,8.0,4014
SPBK,SUNDERPUR,NR,17.959334565619223,12.0,2164
SPC,SITAPUR CITY,NR,41.19182253153545,9.0,4598
SPD,SUPEDI,WR,18.29041095890411,17.0,730
SPDM,SINGHPURDUMRA,NCR,36.92814371257485,14.0,1670
SPDR,SHEOPRASADNAGER,SECR,34.22138450993831,20.0,1459
SPE,SULLURUPETA,SR,24.820702736880136,14.0,11071
SPF,STUARTPURAM,SCR,72.88374485596708,63.0,2916
SPGL,SARAI GOPAL,NR,39.248216833095576,31.0,701
SPGR,SAMPIGE ROAD,SWR,23.321466714133145,14.0,2809
SPHL,SHAMPURHALLI H,SCR,70.05801104972376,67.0,362
SPJ,SAMASTIPUR JN,ECR,62.18230160244182,25.0,41936
SPJB,SAIDPUR JALALABAD,NR,9.421662669864109,3.0,2502
SPK,SAPEKHATI,NFR,35.946532999164575,27.0,2394
SPL,SUNDARAPERUMAL KOIL,SR,17.294722412611378,16.0,2918
SPLE,SUJNIPARA,ER,30.83525754884547,16.0,4504
SPN,SHAHJEHANPUR,NR,47.32061574434918,23.0,25660
SPO,SURPURA,NWR,27.15917602996255,25.0,1068
SPP,SHAHPUR PATOREE,ECR,51.65055596738325,32.0,6745
SPPA,SHERPUR DHIPURA,ECR,47.75460291288815,33.0,3639
SPPR,SHUDNIPUR,NR,46.18589743589744,32.0,1404
SPQ,SORUPETA,NFR,31.96917808219178,26.0,2920
SPRD,SINGAPURAM ROAD,ECOR,34.83957922419461,20.0,4563
SPRM,SITAPURAM PH,ECOR,52.95123626373626,40.0,1456
SPRN,SALEMPUR HALT,ECR,77.56931060044478,63.0,1349
SPSR,SARPESWAR PH,ECOR,25.975342465753425,25.0,730
SPT,SOMPETA,ECOR,53.032362459546924,29.0,11742
SPTR,SILAPATHAR,NFR,16.4140625,9.0,2816
SPV,SIVAPUR,SWR,23.387214611872146,21.0,2190
SPWI,SOLAPURWADI,CR,10.006472491909385,0.0,618
SPX,SAPATGRAM,NFR,62.39962240402769,24.0,1589
SPYA,SIPAYA H,NER,43.50820244328098,19.0,2865
SPZ,SAMPLA,NR,40.086564868724594,27.0,9103
SQD,SATTIRAKKUDI,SR,16.711387736284003,11.0,2169
SQE,SAMARALA H,SCR,28.144475920679888,14.0,2118
SQF,SUKRITIPUR,NFR,52.34143222506394,38.0,782
SQJ,SAILA KHURD,NR,0.3872340425531915,0.0,470
SQK,SHANKAR,NR,5.4273474982864975,0.0,2918
SQL,SONTALAI,WCR,98.17032967032966,59.0,2184
SQN,SARAI KANSRAI,NR,47.03075202683813,28.0,3577
SQQ,SALAGAON,ECOR,58.49194113524877,56.0,1427
SQR,SULTANPUR LODI,NR,23.82154618159009,18.0,6377
SQS,SIGSIGI,ECR,68.84237637362638,56.0,2912
SQW,SIDHWALIA,NER,34.971801198449064,15.0,2837
SRA,SEMRA,ECR,40.383270911360796,32.0,4005
SRAS,SIRAS,NWR,24.981456043956044,14.0,1456
SRB,SAROBAG,ER,14.011457378551787,4.0,2182
SRBA,SARAGBUNDIA,SECR,33.21259029927761,19.0,3876
SRBH,SHAHID RAMPHAL BALHARA,NR,25.264827586206895,17.0,1450
SRBZ,SEHARA BAZAR PH,SER,7.526334519572954,0.0,2810
SRC,SANTRAGACHI JN,SER,129.6721978871425,68.0,19405
SRDR,SARDARSHAHR,NWR,2.847418912745546,0.0,2189
SRDW,SHRIMAD DWARIKAPURI H,NCR,4.409589041095891,0.0,1460
SRE,SAHARANPUR,NR,30.535829985745757,4.0,30868
SRF,SAGAR JAMBAGARU,SWR,13.875136911281489,8.0,3652
SRGH,SURAJGARH,NWR,10.579635684259692,5.0,4282
SRGM,SRIRANGAM,SR,23.28042251483143,17.0,6911
SRGP,SARAGIPALI,ECOR,49.960339943342774,44.0,706
SRGR,SARAYGARH,ECR,65.05840627829761,45.0,6626
SRGT,SURENDRANAGAR GATE,WR,12.16,0.0,5525
SRI,SALMARI,NFR,50.35334514842712,39.0,4514
SRID,SHRIDHAM,WCR,68.26961594555178,39.0,10285
SRJ,SHANKARGARH,NCR,54.20308720193526,24.0,8681
SRJK,SURAJKUNDA,NR,7.666895133653187,0.0,1459
SRJM,SIRJAM,SER,24.795846532910947,13.0,8523
SRJN,SIRAJNAGAR H,ER,7.029301608283763,4.0,4539
SRJR,SARSA JARNALPUR,ECR,33.52358490566038,19.5,212
SRKI,SEMARKHERI,WCR,22.166804067051388,11.0,3639
SRKN,SHEREKAN,NWR,15.206392694063927,11.0,2190
SRKR,SALAR KHURD,NER,41.68219178082192,0.0,730
SRL,SAROLA,CR,46.325878594249204,36.0,313
SRM,SARNA,NR,33.81238229755179,23.0,4248
SRMP,SIRSI MUKHDUMPUR,NR,9.536585365853659,0.0,1230
SRMR,SRIRAMPURAM,SCR,68.96150696150696,62.0,1221
SRNK,SORON,NER,17.438636363636363,9.0,4400
SRNM,SRIRAMANAGAR H,SWR,8.297804208600184,0.0,2186
SRNR,SRIRAMNAGAR,SCR,55.7156741108354,40.0,4836
SRNT,SARNATH,NER,46.47624155314813,19.0,9323
SRO,SIRATHU,NCR,51.334228788896354,25.0,4467
SRP,SERAMPORE,ER,31.16169476869866,15.0,4626
SRPB,SRIRAMPUR ASSAM,NFR,38.149584487534625,25.0,722
SRPJ,SWARUPGANJ,NWR,17.39060340856748,7.0,2171
SRPM,SIRIPURAM,SCR,45.394953373560064,38.0,1823
SRPN,SRIPANI,NFR,16.341802492809204,10.0,2086
SRPR,SARUPSAR JN,NWR,11.526299694189602,7.0,6540
SRPU,SRIPUR H,NFR,34.50172294968987,21.0,2902
SRR,SHORANUR JN,SR,14.81962228453664,9.0,29599
SRRG,SURER GOTH,NWR,24.468837209302325,17.0,2150
SRSI,SARSI,ECR,48.18830059777967,28.0,4684
SRSL,SIRSALA,NWR,18.88787045523984,12.0,3273
SRSO,SARSOO,ECR,99.37777777777778,78.0,1350
SRT,SATUR,SR,13.549468227723658,8.0,11189
SRTL,SHERTALAI,SR,35.54094673346284,25.0,9781
SRTN,SIBSAGAR TOWN,NFR,33.53235591506572,13.0,1978
SRU,SALEMPUR JN,NER,39.20171872112364,19.0,10822
SRUR,SIRPUR TOWN,SCR,18.663132530120482,4.0,2075
SRVN,SRAVANUR H,SWR,16.591368227731863,11.0,2178
SRVT,SIRUVATTUR,SR,8.020547945205479,6.0,2190
SRVX,SURAVALI,KR,12.552211073950204,10.0,2691
SRW,SHRI KARANPUR,NWR,14.875990042996152,7.0,4419
SRWN,SARASWATINAGAR,SECR,22.455496780128794,11.0,8696
SRX,SURA NUSSI,NR,46.90515463917526,38.0,1455
SRY,SIRARI,ECR,46.765246762994934,34.0,5329
SRZ,SARDARGARH,NWR,10.287354352296093,6.0,5836
SS,SHIRSOLI,CR,24.960553633217994,20.0,1445
SSA,SIRSA,NWR,20.83353525563363,4.0,8254
SSB,SHAKURBASTI,NR,41.445086705202314,22.0,17819
SSC,SHAHI,NER,11.67004658810633,6.0,3649
SSCR,SONACHARA,ER,31.0032154340836,10.0,622
SSD,SHAMSABAD,NER,19.73817381738174,13.0,3636
SSDT,SHAMSHABAD TOWN,NCR,30.984848484848484,20.0,924
SSG,SHIU SAGAR ROAD,ECR,52.78484848484848,34.0,3630
SSGJ,SURASARAIGHAT JHARA,WCR,57.584848484848486,47.0,660
SSGR,SISAI GULAB RAI H,NER,4.354595336076818,0.0,2916
SSHT,SAGHAR SULTANPUR H,NER,22.983983286908078,5.0,1436
SSI,SHIRSAI,CR,9.306440443213296,0.0,2888
SSIA,SUISA,SER,53.53354838709677,37.0,1550
SSKA,SISARKA,NR,50.88798185941043,41.0,2205
SSKI,SARSOKI,NCR,-0.9012810851544838,0.0,1327
SSKL,SUSKAL,WR,6.153316818056703,3.0,3633
SSL,SIRSAUL,NCR,35.78762975778547,25.0,2312
SSM,SASARAM,ECR,39.44814198557959,18.0,23439
SSN,SASON,ECOR,52.498849693251536,43.0,2608
SSNH,SHRI SHARDA NAGAR,SWR,6.168987037926068,0.0,2083
SSNR,SATSANGNAGAR,ER,4.672872872872873,0.0,4995
SSNS,SAHEED SURAJ NARAYAN SINGH H,ECR,77.33813677158388,59.0,7911
SSNT,SIRSA NUNTHAR HALT,ER,16.34339001645639,8.0,1823
SSPD,SADASHIVAPET RD,SCR,45.895747599451305,44.0,729
SSPN,SAI P NILAYAM,SWR,31.367692742163232,18.0,7082
SSPR,SADASHIBAPUR,ECOR,56.58935185185185,50.0,2160
SSR,SARERI,NWR,20.076712328767123,14.0,730
SSRH,SHASAN H,ECR,72.20512295081967,55.0,4880
SSU,SASAMUSA,NER,45.617452006980805,20.0,2865
SSV,SASVAD ROAD,CR,18.101329500538988,11.0,2783
SSW,SARSAWA,NR,23.213375796178344,11.0,2512
SSZ,SADDA SINGHWALA,NR,27.479315263908703,20.0,701
ST,SURAT,WR,15.807040097949189,5.0,49005
STA,SATNA,WCR,61.377225531914895,35.0,29375
STBD,SULTANABAD,SCR,49.72557471264368,43.5,696
STBJ,SITABINJ,ECOR,44.42581534221406,41.0,2177
STD,SATROD,NWR,27.908182302771856,18.0,7504
STDR,SATADHAR,WR,6.938501677226984,0.0,2683
STE,SAGARAKATTE,SWR,18.295793758480325,12.0,2948
STF,SIKTA,ECR,106.96349514563107,51.0,2575
STH,SAITHAL H,NER,15.022197862428062,10.0,3649
STJT,SATHAJAGAT,ECR,77.20104633781764,43.0,4014
STKT,SASTHANKOTTA,SR,16.220492006957674,11.0,12073
STKW,SULTANPUR KALIAWAS,NR,13.027443105756358,0.0,1494
STL,SIMULTALA,ER,37.72147577092511,22.0,9080
STLB,SITALPUR BENGAL,SER,16.81926323867997,8.0,2606
STLI,SITHOULI,NCR,31.357366771159874,24.0,638
STLR,SITALPUR,ECR,54.563156851080706,32.0,5043
STM,ST THOMAS MOUNT,SR,16.502392344497608,12.0,627
STN,SITARAMPUR,ER,32.714511922503725,21.0,10736
STNL,SATNALI,NWR,27.772004652966267,13.0,5158
STNR,SITALNAGAR,NWR,26.835172659309364,20.0,2809
STP,SITAPUR,NER,45.81417776894015,13.0,10058
STPD,SITAFAL MANDI,SCR,36.06535778868509,21.0,7742
STR,SATARA,CR,24.205430692565848,15.0,9833
STRB,SANTIR BAZAR,NFR,12.042164441321152,7.0,2846
STRK,SITAPUR KUTHCERY HAL,NER,45.611280487804876,9.0,1968
STSN,SHAITANSINGHNGR,NWR,19.37154696132597,15.0,724
STUR,SATULUR,SCR,36.50961538461539,38.5,728
STVA,SATYAVADA,SCR,14.387820512820513,9.0,2184
STW,SAHATWAR,NER,43.60359974287551,19.0,4667
STZ,SATRAON F,NER,4.354595336076818,0.0,2916
SUA,SARDIHA,SER,57.819453697534975,7.0,4503
SUAL,SAUNDAL,KR,42.33150684931507,40.0,730
SUBR,SUBHAGPUR,NER,73.10295126973233,52.0,1457
SUC,SUNAK,NWR,9.638386648122392,5.0,719
SUD,SUDHANI,NFR,51.79312567132116,41.0,4655
SUDR,SUNDERPUR HALT,ECR,70.56029908345393,51.0,4146
SUDV,SUMMADEVI,ECOR,55.04514363885089,7.0,731
SUH,SULEHALLI,SCR,22.540816326530614,16.0,196
SUI,SUI,NWR,18.34590332533425,9.0,2917
SUIA,SURAINCHA H,NER,26.50907441016334,14.0,2204
SUJ,SARJU,NER,86.92457231726283,62.0,1286
SUJH,SUJANGARH,NWR,22.64601156069364,9.0,4325
SUJR,SUJRA,NR,40.184006640841176,30.0,7228
SUKU,SUKU,ECOR,43.14857142857143,34.0,700
SUL,SULADHAL,SWR,19.134052388289675,16.0,2596
SULH,SULHANI,NR,18.410567514677105,12.0,2555
SUMR,SUMER,WCR,31.958904109589042,25.0,730
SUNM,SUNMAI H,NR,31.88560885608856,20.0,2168
SUNR,SURENDRANAGAR JN,WR,17.504928189242467,2.0,14204
SUP,SHRUNGAVARPUKTA,ECOR,51.83125864453665,40.0,1446
SUPP,SUPPALAPADU,SCR,15.905479452054795,11.0,730
SUR,SOLAPUR JN,CR,31.741667008322743,16.0,24391
SURI,SIURI,ER,18.782425603593488,9.0,7124
SURL,SURELI,NWR,17.535714285714285,6.0,1456
SURP,SURATPURA,NWR,28.670347874102706,10.0,1811
SURR,SURERA,NWR,15.332876712328767,13.0,2190
SUT,SATLANA,NWR,19.597513812154695,15.0,3620
SUU,SULUR ROAD,SR,14.13365617433414,10.0,2065
SUW,SUKHISEWANIYAN,WCR,25.773972602739725,18.0,730
SUX,SUDIYUR,SR,15.020285846011987,11.0,2169
SUZ,SUBANSIRI,NFR,11.57123287671233,5.0,730
SV,SIWAN JN,NER,71.82556954991665,26.0,21596
SVA,SUWASRA,WCR,29.115111914361183,15.0,7193
SVB,SAVNI,WR,13.444566813509544,9.0,2724
SVC,SIWAN KACHERI F,NER,32.7623032476589,13.0,5019
SVD,SARWARI,SCR,56.767555797495916,47.0,1837
SVDK,MATA VAISHNO DEVI KATRA,NR,28.673415977961433,0.0,7260
SVG,SAWALGI,CR,91.76648351648352,78.0,1456
SVGA,SIVAGANGA,SR,15.83143618309518,12.0,4129
SVH,SONADANGA,ER,7.9005795809184125,4.0,6729
SVHE,SISVINHALLI,SWR,15.969159343392473,4.0,6031
SVI,SAGARPALI,NER,44.711431742508324,19.0,3604
SVJR,SHIVAJINAGAR,CR,19.246675358539765,16.0,3835
SVKD,SAVARKUNDLA,WR,28.74785510009533,27.0,2098
SVKS,SIVAKASI,SR,16.49728709601321,15.0,4239
SVL,SEVALIYA,WR,9.576771653543307,9.0,3556
SVM,SANVERDAM CHUCH,SWR,30.716491228070176,15.0,4275
SVN,SIVUNGAON,SCR,39.494334277620396,23.0,2118
SVNR,SAVANUR,SWR,16.670319634703198,12.0,2190
SVO,SANVRAD,NWR,16.523169601482856,7.0,2158
SVPI,SHIVPURI,WCR,43.80333951762523,28.0,4312
SVPR,SRIVILLIPUTTUR,SR,16.561042183622828,15.0,4030
SVQ,SIVOK,NFR,63.64915302899799,32.0,3483
SVR,SEVVAPET ROAD,SR,9.464209564422784,8.0,3283
SVRP,SHIVANARAYANPUR,ER,32.67601246105919,20.0,6420
SVS,SRINIVASPUR,SWR,13.0776,6.0,1250
SVT,SHIVPURA,WR,9.385892116182573,3.0,723
SVUR,SEVUR,SR,16.327671232876714,15.0,1825
SVV,SRIVAIKUNTAM,SR,10.516596638655463,9.0,4760
SVW,SHIVNI SHIVAPUR,SCR,33.086301369863016,24.0,1460
SVX,SAVARDA,KR,56.597734899328856,50.0,2384
SVZ,SARAI HARKHU,NR,46.164073550212166,39.0,707
SW,SEHRAMAU,NER,5.580430528375734,3.0,2555
SWA,SAHJANWA,NER,66.0921146953405,37.0,5580
SWAR,SEWAR,WCR,24.42146118721461,16.0,2190
SWC,SHIVRAMPUR,NCR,79.05576519916143,54.0,2385
SWDE,SIWAHA,NR,17.957948243992607,12.0,2164
SWE,SIWAITH,NR,67.09797060881735,31.0,1429
SWF,SATHIN ROAD,NWR,26.785564120532587,21.0,1427
SWG,SIDHWAN,NR,17.81771369721936,10.0,2913
SWI,SWAMIMALAI,SR,12.772104180945853,11.0,2918
SWJ,SIAJULI,NFR,11.57123287671233,5.0,730
SWLN,SURAWADI,CR,3.858861267040898,0.0,1247
SWM,SAWAI MADHOPUR,WCR,29.327852720488746,11.0,24389
SWNI,SIWANI,NWR,22.722209054278267,9.0,4219
SWNR,SEWA NAGAR,NR,0.0,0.0,149
SWO,SONWARA,NR,3.2287179487179487,0.0,975
SWPR,SEWAPURI,NR,41.87029364078544,16.0,5551
SWR,SONUA,SER,133.97511911064055,101.0,3778
SWRT,SAHAWAR TOWN,NER,18.633531836921666,9.0,4366
SWS,SUWANSA,NR,35.97851697851698,28.0,1443
SWT,SHIWALA TEHU H,NCR,23.74599542334096,14.0,874
SWV,SAWANTWADI ROAD,KR,50.202256085493765,28.0,5053
SWW,SHAHANAGAR TIMARUA,NCR,20.624657534246577,13.0,730
SWX,SAIDANWALA,NR,15.439138943248532,10.0,2555
SXA,SAGPHATA,CR,32.33493810178817,16.0,1454
SXB,SAMBRE,SWR,21.136363636363637,18.0,2596
SXD,SIDULI,ER,10.625822368421053,7.0,3648
SXE,SILA KHERI,NR,17.957948243992607,12.0,2164
SXK,SHAJAHANPURCORT,NR,55.58663697104677,37.0,2245
SXN,SONAKHAN,SER,75.48170128585559,36.0,2022
SXP,SANKOPARA,ER,33.437916666666666,21.0,2400
SXQ,SUAHERI H,NR,19.759424263193967,14.0,1459
SXR,SERNDANUR,SR,14.640475102786661,7.0,2189
SXT,SALEM TOWN,SR,11.151369863013699,6.0,2920
SXX,SALBARI,NFR,69.00138504155125,59.0,722
SXZM,SOPORE,NR,14.843294826720241,8.0,5973
SY,SIRKAZHI,SR,26.99161703066402,22.0,9066
SYA,SALAIA,WCR,76.319318971508,54.0,2878
SYC,SARAI CHANDI,NR,45.66173361522199,24.0,2838
SYE,SINDEWAHI,SECR,91.92049348869088,74.0,2918
SYH,SAIYEDPUR BHITRI,NER,50.290452261306534,22.0,4975
SYJ,SAIDRAJA,ECR,55.35525865022268,28.0,2919
SYK,SAIDKHANPUR,NR,27.075342465753426,23.0,730
SYL,SALPURA,WCR,23.388524590163936,15.0,3660
SYM,SAVALYAPURAM,SCR,33.989026063100134,32.0,1458
SYN,SAYAN,WR,14.531973255614606,11.0,5833
SYU,SARAYAN,NER,75.94245723172628,49.0,1286
SYW,SINDURWA,NR,75.60851648351648,60.5,728
SYWN,SAIYID SARAWAN,NCR,34.06215722120658,14.0,1094
SYZ,SONAI,NER,14.817340644276902,8.0,2918
SZ,SALAWAS,NWR,13.42777906170557,9.0,4327
SZA,SAROTRA ROAD,NWR,8.221990257480863,4.0,1437
SZB,SARONA,SECR,25.344948884247554,14.0,9097
SZE,SONARDIH,ECR,27.4469320066335,10.0,1206
SZF,SATBAHINI,ECR,69.07520604395604,53.0,2912
SZH,SAONGA HALT,SECR,38.30769230769231,23.0,1456
SZK,SUR KHAND KA KH,NWR,11.145833333333334,7.0,720
SZM,SUBZI MANDI,NR,46.176351692774126,28.0,15832
SZN,SHAHBAZNAGAR,NER,1.737105465742879,0.0,2598
SZR,SARUPATHAR,NFR,29.419463897609273,11.0,4141
SZV,SIVADI,SWR,35.77602739726027,32.0,1460
SZY,SILAK JHORI,ECOR,36.61456752655539,28.0,659
SZZ,SABIRA,SER,60.27916274694262,34.0,4252
TA,TANUR,SR,22.519316880141623,20.0,9603
TAA,TADLA PUSAPALLI,SCR,38.09264853977845,34.0,993
TABU,TALABURU,SER,71.81109550561797,43.5,1424
TAC,TATICHERLA,SCR,38.17749699157641,25.0,1662
TADA,TADA,SR,18.454749439042633,18.0,2674
TAE,TADALI,CR,45.25416666666667,41.0,720
TAK,TARAKESWAR,ER,3.723404255319149,-2.0,47
TAKU,TAKU,CR,51.57142857142857,38.0,728
TALL,TALL JN,ECR,53.24522957662492,40.0,6708
TAM,TILAIVILAGAM,SR,4.170880557977332,3.0,1147
TAN,TARANA ROAD,WR,18.57949421682023,12.0,5101
TAO,TAMNA,SER,56.94349083895853,45.0,5185
TAP,TAPANG,ECOR,57.60885821110153,49.0,3477
TAPA,TAPA,NR,23.64200477326969,13.0,4609
TAR,THARSA,SECR,111.96728187919463,89.0,3576
TAS,THASRA,WR,10.181664791901012,9.0,3556
TASA,THIPPASANDRA,SWR,22.07669616519174,19.0,1356
TAT,TUMMANAMGUTTA,SCR,64.26953748006379,62.0,627
TATA,TATANAGAR JN,SER,88.12640432002979,29.0,32222
TATI,TATI,SER,51.413736713000816,43.0,1223
TAV,TALALA JN,WR,23.056824838898653,20.0,3414
TAY,TALAIYUTHU,SR,9.994567901234568,7.0,2025
TAZ,TARGAON,CR,34.77866373384658,28.0,3637
TB,THARBITIA,ECR,72.52387486278815,58.0,3644
TBA,TIMBA ROAD,WR,9.518472135253601,9.0,3194
TBAE,TRIBENI,ER,19.93972746331237,16.0,1908
TBB,TILBHITA,ER,38.60907911802853,28.0,3855
TBDM,TUNGABHADRA DAM,SWR,22.120206489675518,18.0,1356
TBH,TATIBAHAR,NFR,23.881278538812786,11.0,2190
TBL,TARCHHERA BARAOLIRAN,NCR,57.99188790560472,38.0,1356
TBM,TAMBARAM,SR,12.67220350795679,5.0,25827
TBMS,TAMBARAM SANATORIUM,SR,15.848254931714719,12.0,659
TBN,TIMARNI,WCR,71.41799046862589,45.0,5036
TBR,TAIABPUR,NFR,37.47909156452776,26.0,2774
TBT,TALBAHAT,NCR,47.74460181100534,32.0,4307
TBTN,THANA BHAWAN TOWN H,NR,51.44383057090239,44.0,3258
TBU,TERBAN H,SCR,33.270233196159126,26.0,1458
TBV,TIMBARVA,WR,9.35957696827262,5.0,2553
TBX,TILBHUM,NFR,14.640724946695096,3.0,938
TCH,TIRUCHCHULI,SR,13.2672,9.0,625
TCL,TYAKAL,SWR,22.239846992756572,19.0,12287
TCN,TIRUCHENDUR,SR,-1.992436974789916,0.0,4760
TCNR,TIRUCHANUR,SCR,11.1287284144427,0.0,637
TCR,THRISUR,SR,28.655506410615306,16.0,35722
TCT,TIRUCHCHITRMBLM,SR,4.649847094801223,0.0,654
TDD,TADEPALLIGUDEM,SCR,67.75183601885345,48.0,18246
TDE,THUDIYALUR,SR,1.7113372093023256,0.0,3440
TDH,TINDHARIA,NFR,0.0,0.0,952
TDK,TADUKU,SR,13.450367647058824,10.0,2176
TDL,TUNDLA JN,NCR,48.53327761992311,18.0,29915
TDLE,TILDANGA,ER,23.608352515619863,14.0,3041
