station_name,station_full_name,station_zone,average_delay,median_delay,total_records
AA,ATARIA,NER,30.230036297640652,20.0,2204
AABH,AMBIKA BHAWANI HALT,ECR,31.0105421686747,15.0,1328
AADR,AMBANDAURA,NR,15.286668315607223,4.0,4043
AAG,ANGAR,CR,35.714285714285715,29.0,1449
AAGH,ANTAGARH,SECR,17.915036674816626,0.0,1636
AAH,ITEHAR,NCR,17.68118195956454,3.0,1929
AAL,AMLAI,SECR,53.61698200276881,30.0,8668
AAM,ANGADIPPURAM,SR,7.721895664952241,5.0,5444
AAP,AMBIAPUR,NCR,46.82386363636363,35.0,2288
AAR,ADESAR,WR,14.432164634146341,10.0,1312
AAS,ASRANADA,NWR,21.619478260869567,17.0,2875
AAY,ARALVAYMOZHI,SR,19.826689774696707,12.0,2885
AB,AMBUR,SR,17.110155763239874,13.0,8025
ABD,AMBLI ROAD,WR,12.8624213836478,9.0,2544
ABE,AMBIKESHWAR,NCR,9.589572933998891,2.0,1803
ABFC,AMBARI FALAKATA,NFR,15.8216011042098,10.0,2898
ABGM,AMBALGRAM,ER,4.101010101010101,0.0,1089
ABGT,ARABAGATTA H,SWR,11.964383561643835,11.0,730
ABI,AMBATURAI,SR,12.176580359225566,8.0,4287
ABKA,AMBIKA KALNA,ER,20.41985787603632,15.0,5066
ABKP,AMBIKAPUR,SECR,6.212896349586997,1.0,3753
ABLE,AMBALE,CR,26.527422303473493,20.0,1094
ABO,ASTHAL BOHAR JN,NR,39.17800845828528,26.0,7803
ABP,AKBARPUR,NR,59.866815753509755,37.0,8049
ABR,ABU ROAD,NWR,12.593817718291906,1.0,15690
ABRV,AMBARI RICHHAVI,WR,2.0603566529492454,0.0,2187
ABS,ABOHAR,NR,17.60463025398966,9.0,8898
ABSA,AMBASA,NFR,68.61320754716981,25.0,3498
ABU,AMBATTUR,SR,10.335595667870036,7.0,6925
ABW,ABUTARA H,NFR,38.59118086696562,2.0,1338
ABX,AMBARI,SCR,23.65912208504801,15.0,1458
ACG,ACHEGAON,CR,20.93241379310345,11.0,725
ACH,ACHALGANJ,NR,27.86447931526391,16.0,1402
ACK,ACHARAPAKKAM,SR,8.122153209109731,4.0,1449
ACL,ANCHELI,WR,16.080833942940746,11.0,5468
ACLE,AZIMGANJ CITY,ER,15.09515570934256,0.0,8092
ACN,ADHICHCHANUR,SR,3.5621004566210046,0.0,2190
ACPR,ARCHIPATHAR HALT,NFR,15.252636625119846,7.0,2086
ACRN,ACHIRNE,KR,51.81917808219178,43.0,730
ACU,ACHUARA H,ECR,38.28914141414141,26.0,2376
AD,ADONI,SCR,42.34604302727622,26.0,10412
ADB,ADILABAD,SCR,12.056861258529189,1.0,3957
ADD,ADAS ROAD,WR,7.834159779614325,5.0,3630
ADE,ADARI ROAD,WR,20.044273339749758,8.0,1039
ADF,ADINA,NFR,33.32873245916724,18.0,4347
ADH,ANDHERI,WR,24.17387371087389,13.0,5527
ADHL,ADIHALLI,SWR,5.255400864138262,0.0,2083
ADI,AHMEDABAD JN,WR,19.464109712483456,5.0,35511
ADL,ANDUL,SER,106.47705753823743,62.0,1373
ADPT,ANDIPATTI,SR,8.649712092130518,6.0,1042
ADQ,ADHIKARI,NFR,47.2341873498799,33.0,2498
ADR,MANDI ADAMPUR,NWR,26.80288830849593,15.0,6509
ADRA,ADRA JN,SER,31.558970797850957,14.0,27361
ADST,ADI SAPTAGRAM,ER,15.178817056396149,14.0,727
ADT,ADUTURAI,SR,19.198957904840256,16.0,7293
ADTL,ADHARTAL,WCR,72.2954295154185,45.0,3632
ADTP,ADITYAPUR,SER,78.2847040335254,27.0,7636
ADVI,ADAVALI,KR,58.31351351351351,49.0,2220
ADX,ADAPUR,ECR,71.27171376717656,44.0,3857
AED,AULENDA,NCR,14.575799086757991,6.0,2190
AEH,ANANTPAITH,NCR,37.504702194357364,27.0,638
AEJ,ARNEJ,WR,7.142390289449113,6.0,2142
AEK,ANEKAL ROAD,SWR,32.40173482032218,26.0,4035
AEL,ATELI,NWR,23.220427005193308,19.0,5199
AEX,ADDERI,SWR,9.897400820793434,5.0,1462
AF,AGRA FORT,NCR,31.96733536393236,8.0,9521
AFK,ANGAMALI,SR,24.48979457466421,18.0,15188
AFR,ASAFPUR,NR,51.31167315175097,41.0,2570
AGA,AGRA CITY,NCR,43.20949720670391,34.0,1432
AGAE,AGRADWIP,ER,14.160766961651918,10.0,1356
AGAS,AGAS,WR,0.41815068493150687,0.0,5840
AGB,AMBAGAON,ECOR,34.72078907435508,24.0,659
AGC,AGRA CANTT,NCR,40.000431756997,19.0,39374
AGCI,ANGADI,WR,8.142575928008998,7.0,3556
AGD,AGASOD,NCR,65.52876712328766,38.5,730
AGI,AMGURI,NFR,35.032758620689656,27.0,4060
AGM,AGARAM SIBBANDI,SR,10.811872146118722,11.0,1095
AGMN,AGOMONI,NFR,84.23851478917558,76.0,1589
AGN,AMGAON,SECR,88.01005377601122,50.0,8554
AGP,AGARPARA,ER,6.167582417582418,4.0,364
AGR,AMARGARH,WR,17.270890410958906,10.0,2920
AGT,AGTHORI,NFR,15.992465753424657,7.0,2920
AGTL,AGARTALA,NFR,27.96339382658601,2.0,6447
AGTR,AGAUTHAR H,NER,31.997689463955638,6.0,2164
AGV,ANGUA P H,SER,69.3721201516477,25.0,3429
AGX,AGASTIYAMPALLI,SR,-3.1971153846153846,0.0,1040
AGY,AGORI KHAS,NCR,38.42974640164496,16.0,1459
AGZ,AMAGURA,ECOR,34.05766312594841,22.0,659
AH,ACHHNERA JN,NCR,35.32991747528793,22.0,11027
AHA,ABHAIPUR,ER,36.07932216800739,15.0,15166
AHH,AHMADGARH,NR,33.956482114376854,20.0,4389
AHJU,AHJU,NR,4.538461538461538,0.0,1573
AHL,AJHARAIL,NFR,59.94101382488479,57.5,2170
AHLR,AHALYAPUR,NER,88.07142857142857,33.0,1974
AHM,AHIMANPUR,NER,47.290437255599,13.0,2813
AHMP,ADARSH MANPUR,ECR,36.629629629629626,32.0,648
AHN,AHIRAN,ER,29.481793960923625,15.0,4504
AHO,ADARSHNAGAR,NWR,13.402739726027397,10.0,730
AHQ,AHERA,NR,37.09284867641249,27.0,7593
AHU,AHIRAULI H,NER,91.20044543429844,71.0,1347
AHZ,ADHINPUR,NR,76.42445054945055,61.0,728
AI,ADIPUR,WR,24.55847427132062,11.0,2779
AIA,AJARAKA,NWR,20.551308539944902,14.0,2904
AIG,ALGAWAN,NR,73.80155210643015,63.5,902
AIH,ALAWALPUR IDRISPUR,NR,42.91551246537396,34.0,5776
AII,AJMER JN,NWR,15.997984451482868,2.0,27784
AILM,AILAM H,NR,41.74594517008756,31.0,6967
AIP,ATTIPPATTU,SR,18.23769730733519,16.0,2154
AIPP,ATTIPATTU PUDU NGR H,SR,16.99025069637883,15.0,2154
AIT,AIT,NCR,35.277054951783256,15.0,6533
AJ,AJGAIN,NR,53.91378263509411,37.0,3294
AJE,ANJAR,WR,19.17787913340935,11.0,3508
AJH,AJHAI,NCR,60.25493798805696,37.0,2177
AJI,ANJHI SHAHABAD,NR,58.07037611477317,41.0,5158
AJIT,AJIT,NWR,26.08121546961326,23.0,3620
AJJ,ARAKKONAM,SR,20.657673347699028,12.0,33877
AJK,AJAKOLLU,SCR,34.81728123280132,3.0,1817
AJL,AJITWAL,NR,22.402417962003454,17.0,4053
AJN,AJNOD,WR,13.620768526989936,9.0,4372
AJNI,AJNI,CR,40.6141223272004,14.0,6033
AJP,AJJAMPUR,SWR,22.71301369863014,13.0,4380
AJR,AJAIBPUR,NCR,41.41749309055438,32.0,6151
AJRE,AUJURI,NFR,32.9472602739726,26.0,1460
AJTM,AJIT GILL MATTA H,NR,9.440817571690054,7.0,3278
AJU,ARJUNI,SECR,92.89102124742975,78.5,2918
AJUG,ABJUGANJ,ER,37.5014245014245,18.0,2808
AK,AKOLA JN,CR,53.58448918126337,16.0,25234
AKAT,AKKAMPET,SR,15.73816155988858,16.0,2154
AKD,AKODIA,WR,20.7948682766191,11.0,7288
AKE,AKANAPET,SCR,54.61538461538461,44.0,8528
AKJ,AKBARGANJ,NR,85.39769452449568,62.0,1041
AKK,AKKIHEBBALU,SWR,23.498492737736367,18.0,3649
AKLA,AKLERA,WCR,5.106273568735002,0.0,2917
AKM,ARAMBAKAM,SR,17.65413184772516,16.0,2154
AKN,AKBARNAGAR,ER,34.22230619736558,20.0,9262
AKNR,ADHYATMIK NAGAR H,NR,67.74610974610975,48.0,1221
AKOR,AKALKOT ROAD,CR,47.70002054653791,32.0,4867
AKOT,AKOT,SCR,-7.269230769230769,0.0,2184
AKP,ANAKAPALLE,SCR,50.38607557274621,32.0,16805
AKR,AKOLNER,CR,39.61341853035144,30.0,313
AKS,ANKUSPUR,NER,49.216928025733814,20.0,4974
AKT,AKALTARA,SECR,71.62917779542337,30.0,13853
AKV,ANKLESHWAR JN,WR,19.20354605765279,12.0,17033
AKVD,AKIVIDU,SCR,42.6742465540067,32.0,12841
AKW,AKORA,NCR,49.111280487804876,44.0,1312
AKZ,AKASHI P H,SER,6.028638681836014,0.0,2549
AL,ATTILI,SCR,26.365330093155123,17.0,4938
ALAI,ALAI,NWR,17.4,13.0,730
ALAL,ALAL,NR,16.85997357992074,13.0,1514
ALAT,AVULADATLA,SWR,23.387610619469026,0.0,565
ALAU,ALAU,WR,8.833800186741364,3.0,2142
ALB,ALIA BADA,WR,41.13725490196079,34.0,2142
ALER,ALER,SCR,48.69415764291111,36.0,7942
ALGP,ALGAPUR,NFR,16.117808219178084,11.0,730
ALJ,ALIGANJ,NER,19.237534246575343,9.0,3650
ALJN,ALIGARH JN,NCR,55.07942833585269,26.0,29108
ALK,ALAKKUDI,SR,9.723031157037733,7.0,6387
ALLP,ALLEPPEY,SR,22.966461872063608,14.0,13835
ALM,ALAMANDA,ECOR,58.89612326043738,40.0,4024
ALMR,ALAMPUR,WR,19.205097806757557,17.0,3374
ALMW,ALMAW H,NER,47.29576964095272,13.0,2813
ALN,ALANDI,CR,23.363511659807955,15.0,729
ALNI,ALNIYA,WCR,19.177495107632094,15.0,5110
ALNP,AKELA HANSPUR H,NER,3.315583398590446,0.0,2554
ALP,ALAPAKAM,SR,21.042922374429224,19.0,2190
ALPD,ADALPAHARI,ER,33.390946502057616,21.0,729
ALPR,ALAMPUR ROAD,SCR,61.81404958677686,42.0,1452
ALS,AMLORI SARSAR,NER,34.81151623829448,15.0,5019
ALU,ARIYALUR,SR,22.092691400918227,16.0,8059
ALUH,ALAULI,ECR,48.47410358565737,18.5,502
ALW,ALWAL,SCR,39.89778076664425,31.0,2974
AMA,ATAMANDA,NER,17.922778854137835,11.0,3613
AMB,AMBODALA,ECOR,59.304041146216015,41.0,6805
AMBG,ARAMBAG,ER,0.723404255319149,0.0,47
AMC,AMRITAPURA,SWR,25.376068376068375,22.0,1638
AMD,AMILA H,NER,18.16083916083916,0.0,572
AMDI,AMDI,SECR,49.75608011444921,25.0,1398
AME,AMETHI,NR,60.03766977928693,32.0,9424
AMG,ALAMNAGAR,NR,32.391442876649975,9.0,4394
AMGA,AMJONGA,NFR,31.600500417014178,25.0,2398
AMH,AZAMGARH,NER,32.67072265914824,12.0,6739
AMI,AMRAVATI,CR,6.418986008725741,0.0,6647
AMIN,AMIN,NR,61.57775377969762,44.5,2778
AML,AMALSAD,WR,14.654781779155735,10.0,8386
AMLA,AMLA JN,CR,42.66331521739131,24.0,11040
AMLI,AMLI,WCR,29.75521405049396,18.0,3644
AMLO,AMLO,ECR,75.2481684981685,53.0,2184
AMLP,AMALPUR,WR,6.919350399119185,5.0,3633
AMM,ATIRAMPATTINAM,SR,7.157018813314037,4.0,1382
AMNE,AMALNER BHANDYACHE,CR,2.9190938511326863,0.0,618
AMNR,AMMANUR,SR,3.0251949610077986,0.0,1667
AMO,AMOLWA,ECR,42.104674796747965,4.0,984
AMP,AHMADPUR JN,ER,30.75700685114334,25.0,11239
AMPA,AMBALAPUZHA,SR,30.538597525044196,20.0,6788
AMPL,AMMAPALI,ER,31.87871853546911,18.0,4370
AMPR,AMARPURA RATHAN,NWR,21.061977715877436,16.0,1436
AMQ,AMMUGUDA,SCR,37.88118131868132,28.0,2912
AMRA,AMHA PIPRA,ECR,69.87,18.0,500
AMRO,AMROHA,NR,58.31015666255941,37.0,11362
AMS,AMAUSI,NR,54.29326047358834,33.5,3294
AMSA,AMMASANDRA,SWR,18.869309518623393,12.0,4591
AMT,AMMAPET,SR,11.127477973568283,7.0,3632
AMVA,AMARAVIIA,SR,15.70754716981132,12.0,3180
AMW,AMAN VADI,SCR,37.54931506849315,30.0,1460
AMY,AKATHUMURI,SR,9.385822196397443,6.0,1721
AN,AMALNER,WR,30.99194012665515,8.0,8685
ANA,ASLANA,WCR,53.27692842251564,40.0,2878
ANAH,AUNTA H,ECR,45.25479452054795,41.0,365
ANAS,ANAS,WR,15.903561643835616,7.0,3650
ANB,AMMANABROLU,SCR,73.50794585050029,68.0,5097
ANC,ANNECHAKANAHALLI H,SWR,16.588154269972453,11.0,2178
ANCR,ANCHURI P H,SER,24.173076923076923,12.0,6396
AND,ANDAMPALLAM,SR,5.536073059360731,0.0,1095
ANDI,ADRSH NGR DELHI,NR,50.579623866865106,39.0,7391
ANDN,ANAND NAGAR,NER,82.56987125270182,39.0,10641
ANE,ANANTARAJUPET,SCR,45.93150684931507,31.0,1387
ANF,ANANDAPURAM,SWR,17.353231106243154,13.0,3652
ANG,AHMADNAGAR,CR,63.97423672870634,33.0,10907
ANGL,ANGUL,ECOR,58.0550010397172,43.0,9618
ANGM,AUNGARIDHAM H,ECR,36.29575536284801,23.0,2191
ANGR,ANGADGERI H,SWR,25.752126366950183,16.0,823
ANH,ANKORAH AKORHA,ECR,61.29173207744636,38.0,3822
ANK,ANKAI,CR,9.88659793814433,1.0,1455
ANKL,ANKOLA,KR,43.60851302156259,35.0,3571
ANLG,AMAN LODGE,CR,0.0,0.0,5824
ANM,ANAIMALAI ROAD,SR,9.689041095890412,9.0,730
ANMD,ARANG MAHANADI,ECOR,17.9209065679926,6.5,2162
ANMP,ARJUN NAGAR HALT,ER,27.46530612244898,21.0,1715
ANND,ANAND JN,WR,13.821028984230464,4.0,45404
ANNR,ANNANUR,SR,8.03577747198742,5.0,5087
ANO,ANJANI,KR,55.43035714285714,49.0,1120
ANP,ANANDTANDAVPUR,SR,20.861986301369864,18.0,2920
ANPR,ANPARA,ECR,45.27794117647059,23.0,680
ANQ,AMNAPUR,CR,19.602475928473176,17.0,727
ANR,ANARA,SER,52.51098039215686,30.0,12750
ANSB,ANANDPUR SAHIB,NR,20.2002216987668,10.0,7217
ANT,ANANTNAG,NR,21.17917537526126,16.0,5263
ANU,ANANGUR,SR,32.044292237442924,22.0,2190
ANV,ANNAVARAM,SCR,77.66661215144329,62.0,12229
ANVR,ANAND VIHAR,NR,26.406492298149487,14.0,9673
ANVT,ANAND VIHAR TRM,NR,46.37459711113764,2.0,16754
ANW,ANAVAL,WR,0.43904109589041096,0.0,1460
ANY,ARUMUGANERI,SR,11.700420168067227,6.0,4760
AO,AONLA,NR,49.33102684749516,36.0,3613
AON,ARAON,NCR,9.07123287671233,3.0,1460
AONI,AMONI,NFR,32.295336787564764,13.0,772
AOR,ARGORA P H,SER,2.4635579937304075,0.0,2552
AP,ASHOKAPURAM,SWR,6.865989745651955,2.0,9947
APA,AMARPURA,NWR,4.394190871369295,2.0,1446
APB,ANUPPAMBATTU,SR,16.785051067780874,13.0,2154
APD,ALIPUR DUAR,NFR,39.523972602739725,22.0,1460
APDC,ALIPUR DUAR COURT,NFR,15.695890410958905,0.0,730
APDJ,ALIPUR DUAR JN,NFR,29.284854692100883,2.0,7811
APE,ANDANAPETTAI,SR,12.984697508896797,8.0,2810
APG,ANUPGANJ,NR,66.8076923076923,48.0,728
APH,ANUPGARH,NWR,1.3923841059602649,0.0,3624
API,AKKARAIPATTI,SR,13.213698630136987,12.0,730
APJ,AMARPUR JORASI,NWR,23.57502329916123,21.0,2146
APK,ARUPPUKKOTTAI,SR,16.074168797953963,11.0,1564
APKH,ASANPUR KUPHA HALT,ECR,61.894520547945206,43.0,2920
APL,APPIKATLA,SCR,77.32133058984911,64.0,2916
APMR,APPAIPALLY,SCR,32.426269137792104,12.0,1241
APN,AYODHYAPATTANAM,SR,9.070890410958905,3.0,2920
APP,AMBAPENDARPUR H,ECR,62.302403846153844,39.0,2080
APR,ANUPPUR JN,SECR,53.54642674180328,28.0,15616
APRD,APURVA PH,SER,16.951266308518804,8.0,2606
APRH,ALEHPUR HALT,NER,40.888888888888886,15.0,1458
APT,ANAPARTI,SCR,75.66497040191089,68.0,9629
APTA,APTA,CR,21.4836,15.0,5000
APU,ANIPUR,NFR,7.093869731800766,0.0,1044
AQG,ASHAPURA GOMAT,NWR,23.477000630119722,19.0,1587
ARA,ARA JN,ECR,63.1199036488536,30.0,33627
ARAG,ARAG,CR,32.23972602739726,14.0,1460
ARCL,ARUNACHAL,NFR,8.66025641025641,1.0,1716
ARD,AMARDA ROAD,SER,79.9123623011016,43.0,4085
ARE,ARNETHA,WCR,20.82758620689655,11.0,2842
ARG,ANGAR GHAT,ECR,68.40081967213115,42.0,4880
ARGD,ARIGADA,ECR,60.44530386740332,48.0,3620
ARGL,ARGUL PH,ECOR,35.315352697095435,26.0,1687
ARGP,ARALAGUPPE H,SWR,6.597721609113564,0.0,2809
ARH,AMHERA H,NR,16.877998629198082,6.0,1459
ARI,ANTRI,NCR,32.178493050475495,28.0,1367
ARJ,AUNRIHAR JN,NER,47.99605197401299,20.0,20010
ARK,ARAKU,ECOR,39.67289073305671,33.0,1446
ARKA,ARKHA H,NR,49.80028530670471,47.0,701
ARL,ARAUL MAKANPUR,NER,35.138423510024715,25.0,3641
ARMU,ARMUR,SCR,62.26301555104801,51.0,1479
ARN,ARAND,ECOR,50.260474860335194,43.5,1432
ARNA,ARNIA,NWR,24.696527777777778,18.0,2880
ARNG,ARUN NAGAR H,SECR,85.41329677861549,73.0,2918
ARNH,ARJUNAHALLI H,SWR,18.09648331830478,15.0,2218
AROR,AROOR,SR,14.281735159817352,10.0,2190
ARP,ATRAMPUR,NR,42.352353780313834,35.0,701
ARPL,AREPALLI H,SCR,33.99889928453495,1.0,1817
ARPR,ALIRAJPUR,WR,-3.858710562414266,0.0,2187
ARQ,ARARIYA COURT,NFR,33.91638851802403,24.0,5992
ARR,ARARIYA,NFR,36.051827499516534,27.0,5171
ARU,ARASALU H,SWR,11.773959646910466,7.0,3172
ARV,ARNI ROAD,SR,12.633684779670181,8.0,3699
ARX,ARELI H,NER,1.989607390300231,0.0,2598
AS,ARJANSAR,NWR,32.523148148148145,27.0,3024
ASAF,ASIFABAD ROAD,SCR,40.12834569493712,27.0,3101
ASAN,ASAN,NR,20.793900184842883,15.0,2164
ASAR,ASRA HALT,NR,46.78407766990291,38.0,5150
ASB,ASANBONI,SER,48.72345132743363,16.0,3616
ASCE,ATHSARAI,NCR,49.59533607681756,34.0,729
ASD,AMBASAMUDRAM,SR,11.75763440860215,9.0,4650
ASE,ASAUDAH,NR,44.083631805157594,31.0,5584
ASH,AISHBAGH,NER,81.35008566533409,18.0,10506
ASI,ARSENI,NR,24.55379984951091,7.0,1329
ASJP,AMAR SAHEED J P H,ECR,24.23090277777778,12.0,576
ASK,ARSIKERE JN,SWR,19.909717085798817,12.0,21632
ASKN,ASHOK NAGAR,WCR,40.49143454949653,20.0,7647
ASL,ASLAODA,WR,13.332723530756917,9.0,4373
ASLU,ASLU,NWR,22.679193400549956,17.0,3273
ASN,ASANSOL JN,ER,35.86424068874468,16.0,53779
ASR,AMRITSAR JN,NR,31.792432577485577,5.0,29812
AST,ASAOTI,NR,48.601288316303865,28.0,4502
ASV,ASARVA JN,WR,-3.317472118959108,0.0,4035
AT,ASNOTI,KR,23.715244487056566,14.0,2086
ATA,ATA,NCR,58.387978142076506,39.0,1281
ATB,ALATTAMBADI,SR,3.1091781643671266,0.0,1667
ATC,ARTS COLLEGE,SCR,36.31965382467895,21.0,3582
ATE,ATARRA,NCR,58.163099827196596,37.0,7523
ATH,ANTAH,WCR,18.974405850091408,10.0,4376
ATKS,ATWA KURSATH,NR,13.530009233610341,0.0,1083
ATL,ATHMAL GOLA,ECR,65.69208244171641,46.0,8879
ATM,ALTAGRAM,NFR,63.124653739612185,54.0,722
ATMO,AITHAL,NR,34.38668320926386,27.0,2418
ATNR,AWATARNAGAR,ECR,51.07291928589389,31.0,3977
ATP,ANANTAPUR,SCR,29.15734244023595,14.0,16105
ATPA,AWANTIPURA,NR,20.367471024130722,14.0,5263
ATQ,ARANTANGI,SR,10.069235064209938,5.0,1791
ATRI,ATRI PH,ECOR,25.60733695652174,13.0,2944
ATRR,ATRAURA H,NER,49.651261997867046,18.0,2813
ATRU,ATRU,WCR,26.797424201770863,13.0,3727
ATS,ATTABIRA,ECOR,56.14263565891473,43.0,3225
ATT,ATARI,NR,27.87276478679505,23.0,1454
ATU,ATTUR,SR,11.590558766859345,9.0,3114
ATUL,ATUL,WR,11.201956673654786,7.0,5724
ATW,ATWA MUTHIA H,NR,24.402558314522196,7.0,1329
ATWN,ASTHWAN,ECR,35.41509433962264,22.0,212
ATX,ALINAGAR TOLA,ECR,37.457750582750585,24.0,3432
AUB,ALUABARI ROAD,NFR,48.542839868716534,32.0,11578
AUBR,ANUGRAHA N ROAD,ECR,48.25923938560601,26.0,14909
AUI,AURAHI F,ECR,24.30841121495327,3.0,1712
AUL,AGSAULI,NER,18.344756682659355,11.0,2918
AUN,AURANG NAGAR,NWR,16.725695400716056,7.0,3631
AUNG,AUNG,NCR,39.576062128825946,29.0,2189
AUR,ATRAULI ROAD,NR,33.699771167048056,23.0,2185
AUS,ANUPSHAHR,NWR,18.95958904109589,14.0,4380
AUWA,AUWA,NWR,14.698727015558699,10.0,707
AV,ASVALI,CR,24.990384615384617,17.0,728
AVC,AMARAVATHI COLONY JN,SWR,10.701327433628318,5.0,1356
AVD,AVADI,SR,11.946521858674732,8.0,7274
AVK,ARAVANKADU,SR,2.1451780159004494,1.0,2893
AVL,AMRITVEL,WR,1.9952904238618525,0.0,637
AVLI,ARAVALLI,SCR,21.859263331500824,17.0,3638
AVN,ANAVARDIKHANPET,SR,8.66986489132563,5.0,5107
AVP,ABHANPUR JN,SECR,7.46925566343042,0.0,1236
AVRD,ARAVALI ROAD,KR,51.59790528233151,46.0,2196
AVS,AUVANESWSAREM,SR,10.9234098607452,7.0,5314
AVT,AVATIHALLI H,SWR,6.2977465829331365,0.0,2707
AWG,AWA GARH,NCR,22.193150684931506,15.0,730
AWH,ALEWAHI,SECR,93.06614119259767,75.0,2918
AWL,ALAWAL PUR,NR,35.965722120658135,29.0,2188
AWP,AGHWANPUR,NR,38.50616438356165,24.0,1460
AWPR,AWAPUR F,ECR,71.40476842970676,52.0,3649
AWR,ALWAR,NWR,23.50187138482477,10.0,17634
AWS,ASWANI HALT,ECR,130.2748020493712,100.0,2147
AWT,ALWAR TIRUNAGRI,SR,6.315462894018367,5.0,4029
AWY,ALUVA,SR,33.29831478315481,19.0,28661
AXA,AMARSAR,WR,12.271954674220963,9.0,353
AXK,ASOKHAR,NCR,17.68118195956454,3.0,1929
AY,AYODHYA DHAM JN,NR,44.632334753332415,17.0,14554
AYC,AYODHYA CANT,NR,40.14232137083737,15.0,15465
AYD,AYANDUR,SR,5.099543378995434,0.0,1095
AYI,AYINGUDI,SR,6.749235474006116,5.0,654
AYM,ADIYAKKAMUNGALAM,SR,12.361921708185053,8.0,2810
AYN,AIYANAPURAM,SR,8.332742221505724,5.0,6203
AYR,AYYALUR,SR,19.30958904109589,17.0,730
AYRN,AKSHAYWAT R NGR,ECR,49.127210004312204,34.0,4638
AYU,ABHAYAPURI ASAM,NFR,41.74132492113565,30.0,1585
AYV,ARYANKAVU,SR,6.529452054794521,2.0,1460
AYVN,NEW ARYANKAVU,SR,13.178082191780822,11.0,730
AZ,AZIMGANJ JN,ER,10.562113852729745,1.0,25735
AZA,AZARA,NFR,20.505421184320266,16.0,2398
AZK,AZHWARKURICHI,SR,5.321097647897362,4.0,2806
AZP,AYYAMPET,SR,11.098012337217272,8.0,2918
AZR,AZAMNAGAR ROAD,NFR,43.5690737833595,24.0,6370
BAA,BARALA,ER,19.152552552552553,11.0,3330
BAB,BABINA,NCR,49.73132880698351,30.0,7217
BABH,BAHALBA HALT,NR,26.165403170227428,16.0,1451
BABR,BALANAGAR,SCR,57.49705433122409,41.0,4583
BAD,BAAD,NCR,49.744835965978126,40.0,823
BADA,BARDHA HALT,NFR,24.093425605536332,18.0,289
BADH,BARHAUNA HALT,ECR,56.42581888246628,20.0,519
BADK,BARKA H,NR,42.91395429362881,34.0,5776
BAE,BALIAKHERI,NR,37.99722607489598,29.0,2163
BAF,BAP,NWR,16.91769547325103,13.0,729
BAGA,BHAGEGA,NWR,20.96630295250321,18.0,3116
BAGD,BAGWADA H,WR,6.135616438356164,3.0,1460
BAGJ,BARHARAGANJ,NER,47.44851657940663,25.0,2865
BAGL,BARAGOPAL,ECR,54.752954808806486,35.0,4315
BAH,BHABHAR,WR,16.94202247191011,10.0,2225
BAHI,BALLENAHALLI,SWR,21.927789934354486,17.0,1371
BAHL,BANIHAL,NR,14.722040013119056,6.0,6098
BAHN,BABHABGAON H,NFR,38.125346260387815,23.0,1444
BAHP,BAND HAMIRPUR,NR,27.2225392296719,16.0,1402
BAI,BASSI,NWR,24.384615384615383,14.0,3510
BAJ,BHALEJ,WR,3.7666523420713367,0.0,4654
BAJE,BAJAKARE H,SWR,5.295971074380165,0.0,1936
BAK,BHAN KARI,NWR,20.558495821727018,13.0,1436
BAKA,BANKA,ER,4.2638322655795,1.0,3434
BAKL,BAKAL,SECR,55.90482076637824,47.0,4854
BAKT,BARHARA KOTHI F,ECR,25.20035046728972,4.0,1712
BAL,BUDALUR,SR,13.006631299734748,9.0,11310
BALR,BAITALPUR,NER,90.8773441459706,40.0,1973
BALU,BALUGAN,ECOR,61.649750165552945,37.0,16611
BAM,BRAHMAPUR,ECOR,70.74050848903677,38.0,23442
BAMA,BIRAMBAD,NCR,17.080438756855575,4.0,2188
BAMR,BAMUR,ECOR,36.06786703601108,28.0,2166
BAND,BANASWADI,SWR,20.408245445829337,15.0,5215
BANE,BASNI,NWR,16.56751467710372,10.0,5621
BANI,BANI,NR,108.60601719197707,88.5,698
BANO,BANO,SER,72.75436650956473,49.0,3607
BAO,BANMOR,NCR,24.002530044275776,18.0,1581
BAOL,BAWLI H,NR,40.0932881773399,29.0,6496
BAP,BELAPUR,CR,64.43794897200891,34.0,8074
BAPN,BARAIPURA H,ECR,69.36577868852459,49.0,4880
BAPR,BALLUPUR F,NER,18.292741658066735,12.0,2907
BAQ,GANJ BASODA,WCR,45.86724353865422,25.0,17566
BAR,BAR,NWR,5.170816044260028,3.0,1446
BARA,BILARA,NWR,24.551532033426184,9.0,718
BARD,DUVRI KALAN,WCR,63.31515151515151,54.0,660
BARH,BARH,ECR,60.47247338291156,38.0,18691
BARJ,BHARATGARH,NR,24.29276473406804,14.0,4174
BARL,BARAL,NR,21.66613924050633,6.0,2528
BASN,BHAINSWAN,NR,17.952402957486136,8.0,2164
BASR,BATESHWAR HALT,NCR,21.424581005586592,18.0,716
BAT,BATALA JN,NR,30.469555035128806,19.0,7686
BATL,BAIHATOLA,SECR,34.002686567164176,18.0,3350
BATM,BATALA SUGAR MILLS,NR,33.06058713304185,24.0,3202
BAU,BURHANPUR,CR,52.707734599525175,23.0,16006
BAV,BARUVA,ECOR,57.327169274537695,13.0,1406
BAW,CHIK BANAVAR,SWR,20.612118034751347,12.0,13352
BAWA,BALWARA,NWR,27.28896551724138,24.0,1450
BAWD,BHADWAD,WR,6.472527472527473,4.0,728
